name_question,category,category2,abstract,contents,source,URL,name_exam,sortA,sortB,sortC,sortD,sortE,year,month,day,lunar_date,ganji_kr_year,ganji_kr_month,ganji_kr_day,ganji_cn_year,ganji_cn_month,ganji_cn_day,is_leap_month
1472년_식년시대과_전시_문제,策,,,"予以寡昧, 嗣守丕基。 仰惟前代時若, 圖臻至理, 敬天勤民, 夙夜兢_。 乃何比年以來, 凶_相仍, 今又東事方興, 亢陽踰時歟? 豈予之刑政失宜, 誠未上格, 澤未下究, 致怨傷和, 有以感召耶? 若之何, 則己德不爽, 朝政無闕, 以收中和、位育之極功乎? 守令, 民之父母也, 故任用之時, 疇咨愼簡, 務得賢能, 以委字牧。 乃何廉平者寡, 而貪汚者屢聞歟? 若之何, 則列邑皆得其良吏, 而三異之政復見於今歟? 兵者, 國之干城也, 故予嘗軫念, 均其番休, 優其帖丁, 簡閱以時, 訓鍊不怠, 減其額, 而刷其冗。 乃何軍士精力者少而羸弱者多乎? _有緩急, 將焉用之? 若之何, 則士皆精强, 而競迪果毅乎? 廣土衆民, 王政之所先也, 三峯島在我江原之境, 土地沃饒, 民多往居之故, 自世宗朝, 遣人尋之, 而未得。 若之何, 則得其地, 使居民衆乎? 或言: ""海道險阻, 雖得無益, 不如置之。"" 此說何如? 凡此數事, 莫非經濟之策, 子大夫亦嘗講究, 而欲陳者也, 其各悉心以對。 予將觀有用之才。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_10303006_001,1472년_식년시대과_전시,대과,,식년시,전시,,1472.0,3.0,6.0,1472-01-18,임진,임인,을묘,壬辰,壬寅,乙卯,False
1474년_식년시대과_전시_문제,策,,,"人感於下, 則天應於上, 休咎之徵, 各以類應。 唐堯聖德克治之主, 而有 ‘_水警予’ 之災, 魯哀微弱衰世之君, 有西狩獲麟之祥, ‘天命不僭’, 果未足信歟? 予以寡昧, 嗣守祖宗艱大之業, 夕_寅恭, 猶恐獲戾于上下, 畏天恤民, 宵_不遑。 比年以來, 風雨失節, 旱蝗爲災, 豈予之失德闕政, 感召而然歟? 每下求言之敎, _聞救時之策, 忠_直實者蓋寡, 是豈有犯無隱之義乎? 今予虛襟欲聞淸語, 如有可言, 勿匿爾志。 善人邦家之基, 聖帝ㆍ明王莫不以得人才爲務。 歷代任用之方、治亂ㆍ安危之跡, 可得聞其詳歟? 今也試取、擧薦、銓注、陞黜之法, 非不詳也, 而或有智藏關在之患, 若之何, 則知人能官任用, 皆當而庶績咸熙, 以臻至理歟? 子大夫講究有素, 其各悉心以對","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_10503015_001,1474년_식년시대과_전시,대과,,식년시,전시,,1474.0,3.0,15.0,1474-02-19,갑오,정묘,갑술,甲午,丁卯,甲戌,False
1475년_알성시대과_전시_문제,策,,,"自古善爲治者, 不過知人善任而已。 昔越 范_佐句踐, 滅吳而去, (吳子胥)〔伍子胥〕諫夫差, 不聽而不去, 終蹈其禍。 不當去而去, 當去而不去, 其於進退出處之機, 孰得而孰失歟? 漢 順帝之討西羌也, 用馬賢爲將, 馬融諫其不可, 帝終不聽, 遂見敗_。 蓋易之不可, 不易亦不可, 臨陳易將, 從中遙制, 皆兵家所忌, 何以則可? 高麗之時, 哈丹、契丹、蒙古、紅寇, 屢侵我西北鄙, 爲耗孔熾, 或直至開京。 西北列邑無城郭而然歟? 將帥不得其人歟? 防戍不得其策歟? 其制勝之策, 孰爲可稱者歟? 我北方隣於野人, 長城有未畢築。 築之則民力先困, 不築則賊變不息, 若之何而可? 予以否德, _主臣民, 七年于玆, 夙夜兢_。 然賢俊未登, 邊鄙未寧, 是必用賢不盡其才, 用將不得其人。 何以則可? 諸生通經史, 識時務, 悉心以對。 予親覽而用之","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_10603005_001,1475년_알성시대과_전시,대과,,알성시,전시,,1475.0,3.0,5.0,1475-01-19,을미,무인,기사,乙未,戊寅,己巳,False
1476년_별시대과_전시_문제,策,,,"帝王之治, 知人爲先, 知人之明, 惟帝其難之。 《語》曰: ‘歲寒然後知松栢之後彫’, 必待危難之時, 知其節固矣, 當平常無事之日, 何以辨其邪正耶? 將者國之司命, 不可不預求而任之。 有仗將, 有智將, 有勇將, 將非一道, 何以知而用之耶? 抑有優劣緩急之可言歟? 漢 高創業, 光武中興, 皆知人善任, 不世出之主也。 然一則能保全功臣, 一則不能焉, 假使韓、彭遇光武, 寇、鄧遇高祖, 亦當如是耶? 子大夫其各悉心以對。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_10703021_001,1476년_별시대과_전시,대과,,별시,전시,,1476.0,3.0,21.0,1476-02-17,병신,신묘,신묘,丙申,辛卯,辛卯,False
1476년_중시_전시_문제,策,,,,"방목, 연구서(119면), 실록s",https://sillok.history.go.kr/id/kia_10703027_001,1476년_중시_전시,대과,,중시,전시,,1476.0,3.0,27.0,1476-02-23,병신,신묘,정유,丙申,辛卯,丁酉,False
1477년_식년시대과_전시_문제,策,,,"君子之學, 莫先於窮理。 能窮其理, 則於天下事何有? 至如日初出望之大, 而至於天中則小。 若是則日之出也, 宜乎熱而反寒, 漸遠也, 不宜熱而反熱何歟? 日之行有常度, 其遠近寒熱之異, 亦可言歟? 日陽精, 月陰精, 日則無象可見, 月中有影何歟? 凡物必有所倚, 天地, 物之至大者, 何所倚而終古不毁歟? 子大夫其各紬繹以對。 將以觀窮理之學。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_10802119_002,1477년_식년시대과_전시,대과,,식년시,전시,,1477.0,2.0,19.0,1477-01-27,정유,임인,병인,丁酉,壬寅,丙寅,False
1477년_알성시대과_전시_문제,表,,,表擬本國請許收買弓角,"국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_10808003_001 https://sillok.history.go.kr/id/kia_10808003_001,1477년_알성시대과_전시,대과,,알성시,전시,,1477.0,8.0,3.0,1477-06-16,정유,정미,신해,丁酉,丁未,辛亥,False
1478년_친시대과_전시_문제,表,,周群臣賀親迎周公,擬周室群臣賀親迎周公表,"국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_10912003_001,1478년_친시대과_전시,대과,,친시,전시,,1478.0,12.0,3.0,1478-11-01,무술,갑자,무오,戊戌,甲子,戊午,False
1478년_친시대과_전시_문제,詩,,來陽竹,萊公 《竹古詩》,"국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_10912003_001,1478년_친시대과_전시,대과,,친시,전시,,1478.0,12.0,3.0,1478-11-01,무술,갑자,무오,戊戌,甲子,戊午,False
1479년_별시대과_전시_문제,策,,,"予以寡昧, _承祖宗丕基, 夙夜兢_臨政, 願治十有一年, 而治未加進。 每覽帝王成敗、得失、治亂、興亡之迹, 未嘗不慕其善者而法之, 鑑其惡者而戒之。 然帝王之行事雖同, 而其取效各異。 高宗之遜志時敏, 文王之緝熙敬止, 漢 靈之好文學, 隋 煬之善屬文, 其好學一也, 而興亡不同。 帝舜之無怠無荒, 文王之不遑暇食, 秦皇之衡石程書, 隋 文之衛士傳餐, 其勤政一也, 而成敗不同。 成湯之於伊尹, 高宗之於傅說, 德宗之於盧杞, 神宗之於安石, 其任人一也, 而治亂不同。 帝舜之恤刑, 文王之愼罰, 梁 武帝之泣死刑, 唐 太宗之縱死囚, 其愼刑一也, 而得失不同。 其故何也? 今予之於四者, 非不軫慮, 而未得其要。 若何而學問得其正, 勤政得其宜, 任人得其當, 刑罰得其中歟? 抑有問焉。 待夷之道, 不可不謹, 今三浦倭人, 與吾民雜處, 其來已久, 絶之則必生_隙, 留之則必有後日之患, 將何處而宜歟? 子大夫博古通今, 必有能言是者, 其各悉心以對。 予將親覽焉。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11002008_001,1479년_별시대과_전시,대과,,별시,전시,,1479.0,2.0,8.0,1479-01-08,기해,병인,을축,己亥,丙寅,乙丑,False
1479년_중시_전시_문제,賦,,,明鏡賦,"국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11002008_001,1479년_중시_전시,대과,,중시,전시,,1479.0,2.0,8.0,1479-01-08,기해,병인,을축,己亥,丙寅,乙丑,False
1479년_중시_전시_문제,表,,,擬商室群臣請停遷都表,"국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11002008_001,1479년_중시_전시,대과,,중시,전시,,1479.0,2.0,8.0,1479-01-08,기해,병인,을축,己亥,丙寅,乙丑,False
1480년_알성시대과_전시_문제,表,,,擬唐宰相乞貸韓愈貶潮州表,"국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11102007_001,1480년_알성시대과_전시,대과,,알성시,전시,,1480.0,2.0,7.0,1479-12-18,기해,정축,기사,己亥,丁丑,己巳,False
1480년_식년시대과_전시_문제,策,,,,"국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11103029_001,1480년_식년시대과_전시,대과,,식년시,전시,,1480.0,3.0,29.0,1480-02-10,경자,기묘,경신,庚子,己卯,庚申,False
1481년_친시대과_전시_문제,策,,,"禮、樂、刑、政, 四達而不悖, 王道備矣。 唐、虞三代, 無以議爲也, 漢、唐、宋明君誼_, 不爲不多矣, 於四者, 孰得孰失歟? 予以寡昧, _承丕緖, 夙夜祗懼, 常以四者爲念, 庶幾古先之治, 而猶未得其要。 夫禮者, 辨上下, 定民志, 朝廷果有綱維, 下敬上、賤承貴乎? 樂以官天地, 和神人, 果有事得序、物得和乎? 刑者, 輔治之具也, 何以使獄訟簡, 而刑措不用歟? 政者爲治之本, 何以使風俗淳, 而敎化流行歟? 大抵爲天下國家, 若論於古, 必不通於今, 若宜於今, 必不合於古。 伊欲通今, 而不悖於古, 法古而不駭於今, 何術以致之? 子大夫博古通今, 待問久矣, 某事朝廷之急務, 而不能先, 某事當今之巨疵, 而不能祛歟, 毋襲於陳腐, 毋汨於事情, 其悉陳之","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11209029_001,1481년_친시대과_전시,대과,,친시,전시,,1481.0,9.0,29.0,1481-08-27,신축,정유,기사,辛丑,丁酉,己巳,False
1482년_알성시대과_전시_문제,策,,,"自古, 帝王相承, 自有統緖。 唐、虞、三代, 不可尙已, 繼周者, 秦也, 而先儒以秦爲閏, 何歟? 繼漢者, 魏也, 而司馬光以魏爲正統, 朱子舍魏, 而以昭烈爲正統, 何歟? 符秦、元魏, 雖夷狄之主, 據有中原, 區區晋、宋, 偏保江左, 而其正統之取舍, 何意歟? 其他十六國、南北朝、五季之間, 紛紛割據, 各有名字, 亦各得其正統歟? 先儒正統之論不同, 何歟? 宋室不競, 而遼、金二國, 半有天下, 獨以宋爲正統, 何歟? 元雖混一, 而夷狄腥_之醜, 與遼、金無異, 繼宋爲正統, 其可乎? 不可乎? 諸生博古通今, 其於正統之說, 講之熟矣。 其各悉心以對。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11310019_001,1482년_알성시대과_전시,대과,,알성시,전시,,1482.0,10.0,19.0,1482-08-28,임인,기유,갑오,壬寅,己酉,甲午,True
1482년_진현시대과_전시_문제,策,,,"予以寡昧, 嗣守祖宗丕基, 常思保邦備邊之策, 而未得其要。 顧惟我國, 南北受敵, 在高句麗, 能抗隋、唐, 而天下稱爲强國, 其所以禦之者, 何策何人歟? 及前朝, 有契丹、蒙古、哈丹之患, 而卒有紅寇之禍, 其所以制勝者, 抑何策何人歟? 今建州、毛憐, 雖_爾小寇, __結怨, 侵擾邊境, 積有年紀, 其撫馭之方, 處之實難。 以近日之事言之, 天朝有徵師助戰之詔, 違之則非敵王所愾之義, 助戰之師一擧, 而結怨尤深, 窺_彊場, _然未已。 況唐人之被野人槍虜者, 逃_來投, 一一解送, 其怨亦深, 是固可乎? 不可乎? 脫有邊境之禍, 如契丹、蒙古、哈丹者, 則用將當何如? 用兵當何如? 芻粟亦何如耶? 島夷之患, 始於新羅, 而極於麗季, 抑有制勝, 得其策者乎? 自祖宗開國以來, 投誠納款, 受廛爲氓, 散處沿海, 其撫之之方, 何如而得其宜乎? 昔晋室處戎於內, 而卒致五胡之亂, 其預備之策, 抑有術乎? 且備北之與備南, 孰重而孰輕, 孰緩而孰急歟? 凡用兵之道, 當將得其人, 將有五德, 古之五德兼備者, 誰歟? 能用五德者, 誰歟? 必須五德乃備, 然後可將乎? 雖不備, 亦可將乎? 今之育將、將何以使五德兼備乎? 古之帝王, 將將爲難, 若之何而能將將耶? 子大夫, 其各悉心以對。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11310025_001,1482년_진현시대과_전시,대과,,진현시,전시,,1482.0,10.0,25.0,1482-09-05,임인,경술,경자,壬寅,庚戌,庚子,False
1483년_식년시대과_전시_문제,表,,,擬唐 李泌 ‘《請辭職還山表》,"국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11403029_001,1483년_식년시대과_전시,대과,,식년시,전시,,1483.0,3.0,29.0,1483-02-12,계묘,을묘,을해,癸卯,乙卯,乙亥,False
1483년_식년시대과_전시_문제,論,,,_、夔、稷、契讀何書論,"국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11403029_001,1483년_식년시대과_전시,대과,,식년시,전시,,1483.0,3.0,29.0,1483-02-12,계묘,을묘,을해,癸卯,乙卯,乙亥,False
1485년_알성시대과_전시_문제,策,,,"自古帝王之治道, 不過曰綱與目。 而先儒曰: ""漢大綱擧, 而萬目不張;唐萬目張, 而大綱不擧。"" 漢所擧之綱何歟? 不張之目何歟? 唐所張之目何歟? 不擧之綱何歟? 自此以降, 至于宋、元, 代各有治, 綱擧而目不張者誰歟? 目張而綱不擧者誰歟? 唐、虞三代之治, 亦有綱目之可言歟? 予以否德, 嗣守丕基, 仰惟前代時若, 盡心于治, 今十七年于玆。 其於爲治之綱目, 未得其要, 何以則大綱正而萬目張歟? 子大夫究心經史, 其於治道, 講之熟矣。 毋泛毋略, 悉心以對。 將以觀適用之才","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11605026_001,1485년_알성시대과_전시,대과,,알성시,전시,,1485.0,5.0,26.0,1485-04-04,을사,신사,갑신,乙巳,辛巳,甲申,True
1485년_알성시대과_전시_문제,賦,,,"應天以實, 不以文。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11605026_001,1485년_알성시대과_전시,대과,,알성시,전시,,1485.0,5.0,26.0,1485-04-04,을사,신사,갑신,乙巳,辛巳,甲申,True
1486년_식년시대과_전시_문제,策,,,,"국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11710012_001,1486년_식년시대과_전시,대과,,식년시,전시,,1486.0,10.0,12.0,1486-09-06,병오,무술,무신,丙午,戊戌,戊申,False
1486년_중시_전시_문제,策,,,"儒之有用至大哉! 佐君致治, 安民阜物, 淳風美俗, 刑措而鮮用, 起頌聲於田里, 鑄干戈爲農器, 苟非大賢, 其孰能之? 以是古昔聖王不以高位爲喜, 而以得賢爲憂。 唐、虞之世, 衆聖輔德, 群賢佐職, 故垂拱無爲而天下太平。 自漢、唐以下, 明君誼_, 莫不選用賢良, 而治效未彰, 大澤未流, 厥咎何由? 可歷指其實而言耶? 堯、舜之臣皆賢, 而漢、唐之士皆庸耶? 予以不德, 獲承洪緖, 夙夜以求之, 寤寐以思之, 欲不墜祖宗之鴻業, 常恐懼萬事之失統, 思得明良之輩, 冀聞五帝之政, 未燭厥理, 何修何施而能臻此乎? 方今宰輔豈無皐、夔之賢? 而予之圖治, 明有缺然, 其故何由? 予之庸暗, 罔稱天工, 須賴大臣之佑、高明之誨, 其庶幾哉! 惟大夫所常覩聞, 如對垂問, 少不精心致思, 安能陳大道之要、至論之極哉? 大夫其各悉心以對, 靡有所隱。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11710024_001,1486년_중시_전시,대과,,중시,전시,,1486.0,10.0,24.0,1486-09-18,병오,무술,경신,丙午,戊戌,庚申,False
1487년_별시대과_전시_문제,策,,,"予以否德, 承祖宗艱大之業, 十九年于玆。 夙夜孜孜, 勵精圖治, 未得其要, 民風欲其厚而日就於淆薄, 士習欲其正而漸至於卑汚, 此其故何歟? 守令, 臨民之官, 其爲賢否, 係民之休戚。 予欲彰善_惡, 有所勸懲, 間遣朝官, 糾察施爲。 而未見_、黃、卓、魯之政, 徒有修飾欺罔之弊, 將何術以正之乎? 小民見此, 把持守令之小疵, 謀欲鉗制, 告_日滋, 將何術以救之? 漢 文躬行玄默, 士尙廉恥, 黎民醇厚, 恥言人之過失。將由予表率之未得其道而然歟? 今有獻議者曰: ""大部島土地沮_, 不宜畜牧, 而宜於稼穡。"" 予欲置屯田, 以贍軍資。 而朝野紛_, 或言其不可, 何歟? 昔趙充國、棗祗、鄧艾之徒, 俱以屯田著效, 當時無異議, 後世無異論, 豈無其實而然歟? 宋之公田租重之弊, 可得聞其詳歟? 以三國之事言之, 新羅、百濟、高麗鼎立爲三, 其土地人民, 蓋亦槪見矣。 當其盛時, 東征西伐, 互相角逐, 各爲成國。 若高麗則隋 煬帝、唐 太宗兵力之盛, 猶不得志, 其强可知矣。 自前朝太祖統合以來, 土地兵民, 統而爲一, 其國勢固宜强於三國鼎峙之時, 而顯宗、恭愍之播遷何歟? 予承祖宗之業, 持盈守成, 猶恐失墜, 思欲張皇師旅, 以固丕基, 何以則軍額敷而士卒精, 軍令嚴而將帥得其人歟? 周廬之士, 器甲鈍_, 名爲騎兵, 無馬者尙多。 一有閱武之擧, 則軍卒遑遑, 假貸不暇。 平時如此, 安可保其緩急乎? 欲救此弊, 其術安在? 子大夫博古通今, 必有能言是者, 其直述以對。 予將親賢焉。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11803016_001,1487년_별시대과_전시,대과,,별시,전시,,1487.0,3.0,16.0,1487-02-13,정미,계묘,계미,丁未,癸卯,癸未,False
1488년_알성시대과_전시_문제,論,,,周公撻伯禽論,"국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_11904026_004,1488년_알성시대과_전시,대과,,알성시,전시,,1488.0,4.0,26.0,1488-03-06,무신,병진,경오,戊申,丙辰,庚午,False
1489년_식년시대과_전시_문제,策,,,"予以否德, 君臨一國, 二十年于玆。 欲復隆古之治, 而昧於時措之宜, 豈政有所未擧, 治有所未洽? 姑以一二之事言之, 戎兵國之大事, 中朝則以農養兵, 而士馬精强, 甲兵犀利。 我國兵農爲一, 是雖古者兵寓於農之意, 士馬兵甲, 不及中朝遠甚, 如之何而可乎? 財用亦國之重事, 中朝則賦稅之外, 鹽鐵之利居多, 故歲課充羨而國用有裕。 我國經費, 只辦於田賦, 是雖古者惟正之供之意, 而用度常苦於_乏, 如之何而可乎? 御史, 人主之耳目也。 中朝則於諸路皆有分司, _察非違, 我國則不然, 守令陵夷犯法者多, 如之何而可乎? 禮樂者, 朝廷之盛容, 不可褻也。 中朝之饗外人也, 用雜_, 而我國則用女樂, 如之何而可乎? 異端, 國家之巨_也, 而佛老之害尤甚。 然漢ㆍ明以來, 時君世主靡不尊奉, 間有知其害而欲沙汰之者, 欲盡去之者, 卒不能克, 至今蔓延不絶何也? 我國道敎, 本無崇信者也, 僧尼之徒, 果不可盡去乎? 如欲去之, 其不駭衆不輕擾, 其策安在? 子大夫博古通今, 講究治體, 以待今日之問久矣。 其各悉心而對, 以副予側席求賢之意。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_12004006_001,1489년_식년시대과_전시,대과,,식년시,전시,,1489.0,4.0,6.0,1489-02-27,기유,정묘,을묘,己酉,丁卯,乙卯,False
1490년_별시대과_전시_문제,策,,,"凡爲國之道, 自有大經。 然因時之務, 各有其宜。 我國, 北連野人, 南濱島夷, 間有竊發之患, 而邊將莫能_絶。 近者南郡沿海之地, 或云倭賊, 或云水賊, 出沒於島嶼之間, 頻頻作耗, 邊將不能制之。 或云, 當遣重臣, 臨機制置, 彼必聞風自_; 或云, 特患賞罰不明耳, 有將帥焉, 有士卒焉, 當申明紀律, 信賞必罰, 以督勵之, 則不必更遣重臣, 而邊_自固; 或云, 不必先自搖動, 當通對馬島主, 使之_下而已, 何者爲是? 滿浦, 西界之要衝, 虜入其境, 邊將臨時, 斬獲殆盡。 或云, 疇功以賞之, 務使激勵; 或云, 賊必懷憤報復, 當選助戰軍士, 增戍以備之; 或云, 本鎭兵力, 足以制禦, 不必更調京軍, 以致騷擾, 何者得策? 子大夫, 明於時務, 必有制敵安民之策, 其各詳著于篇。 予將親覽焉。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_12111008_001,1490년_별시대과_전시,대과,,별시,전시,,1490.0,11.0,8.0,1490-09-17,경술,병술,병신,庚戌,丙戌,丙申,True
1491년_별시대과_전시_문제,策,,,"古人云: ‘堯、舜之智, 不偏物, 急先務也。’ 今國家之事, 可言者多矣, 而莫急於移風敎、正士習數事而已。 學校, 風化之源, 人材之所自出也。 爲弟子者, 所當優游漸漬, 明孝弟(弟)忠信之道, 以待國家之用。 乃今橋門挾冊, 反以爲恥, 旁蹊捷出, 自以爲得計, 由是以廢業爲高致, 日趨卑汚, 人材罕出, 風敎不振, 職此之由。 如之何而明學敎、新士習耶? 風俗, 國家之元氣, 所當培養, 乃今賤妨貴、下凌上, 不畏法令, 不顧廉恥者有之。 至於朝京也, 擇宰相使之, 又有檢察官以糾之, 尙有扶持數外物貨, 潛瀆買賣, 冒率商賈, 以干邦憲, 國家之法, 非不嚴且密也, 不能禁斷, 其故何耶? 婚姻之禮, 嚴有禁約, 而士大夫家, 亦不遵守, 過制事多, 如之何而敎化修明, 上下安分, 令行禁止歟? 子大夫, 講明時務, 待商有日, 其各陳之無隱。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_12204007_001,1491년_별시대과_전시,대과,,별시,전시,,1491.0,4.0,7.0,1491-02-20,신해,신묘,병인,辛亥,辛卯,丙寅,False
1492년_식년시대과_전시_문제,策,,,,"국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_12304024_001,1492년_식년시대과_전시,대과,,식년시,전시,,1492.0,4.0,24.0,1492-03-19,임자,갑진,기축,壬子,甲辰,己丑,False
1492년_별시대과_전시_문제,策,,,"將才之有關於國家也大矣。 曰智、曰勇、曰德, 各有所長, 其兼斯三者, 則固不可易得, 其有偏長者, 亦不可棄也。 古之兼斯三者誰歟? 其有偏長而名世者誰歟? 我國三面受敵, 用武之地也。 選將任將, 在所當先, 養之非不預, 選之非不精, 而才者鮮出, 或徒勇而短於略, 或徒武而不知文, 當敵則怯而少功, 遇事則闇不知方, 將焉用彼? 何以則養選得其道而全才者輩出, 緩急以爲用歟? 其悉心以對。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_12309006_001,1492년_별시대과_전시,대과,,별시,전시,,1492.0,9.0,6.0,1492-08-06,임자,기유,갑진,壬子,己酉,甲辰,False
1494년_별시대과_전시_문제,策,,,"有天之文, 有地之文, 有人之文, 人文與天地之文有異同歟? 結繩之前亦有文耶? 《河圖》、《洛書》之中有可言天地人之文歟? 唐、虞三代之時, 君臣__之言, 師弟答問之語, 街巷鄙野之辭, 皆載經籍而爲文, 後世荀、董、揚、王有意於爲文, 而不得與六經比竝, 何耶? 文章與世升降, 宋、元不及漢、唐, 漢、唐不及三代, 所以不及者何耶? 韓文起八代之衰, 歐文著仁義禮樂之說, 後世之人, 果皆不能爲古文歟? 濂、洛、關、_諸子發言爲文, 表裏六經, 其文何所祖歟? 可得聞其詳歟? 子大夫講之有素, 其各悉心以對。","국조문과방목(國朝文科榜目), 실록",https://sillok.history.go.kr/id/kia_12504012_001,1494년_별시대과_전시,대과,,별시,전시,,1494.0,4.0,12.0,1494-02-28,갑인,정묘,정해,甲寅,丁卯,丁亥,False
1495년_증광시소과_문제,,,,,사마방목【홍치8년을묘】(司馬榜目【弘治八年乙卯】),,1495년_증광시소과_생원,소과,생원,증광시,,,1495.0,10.0,24.0,1495-09-27,을묘,병술,정미,乙卯,丙戌,丁未,False
1495년_증광시대과_문제,策,,人才,,국조문과방목(國朝文科榜目),,1495년_증광시대과,대과,,증광시,,,1495.0,11.0,6.0,1495-10-11,을묘,정해,경신,乙卯,丁亥,庚申,False
1496년_식년시소과_문제,,,,,홍치9년병진윤3월초3일생원진사방(弘治九年丙辰閏三月初三日生員進士榜),,1496년_식년시소과_생원,소과,생원,식년시,,,1496.0,3.0,3.0,1496-02-10,병진,신묘,무오,丙辰,辛卯,戊午,False
1496년_식년시대과_문제,策,,歷代待夷之道,,국조문과방목(國朝文科榜目),,1496년_식년시대과,대과,,식년시,,,1496.0,4.0,8.0,1496-03-16,병진,임진,갑오,丙辰,壬辰,甲午,False
1496년_식년시대과_문제,策,,歷代待夷之道,,국조문과방목(國朝文科榜目),,1496년_식년시대과,대과,,식년시,,,1496.0,4.0,8.0,1496-03-16,병진,임진,갑오,丙辰,壬辰,甲午,False
1496년_식년시대과_문제,策,,歷代待夷之道,,국조문과방목(國朝文科榜目),,1496년_식년시대과,대과,,식년시,,,1496.0,4.0,8.0,1496-03-16,병진,임진,갑오,丙辰,壬辰,甲午,False
1496년_식년시대과_문제,策,,歷代待夷之道,,국조문과방목(國朝文科榜目),,1496년_식년시대과,대과,,식년시,,,1496.0,4.0,8.0,1496-03-16,병진,임진,갑오,丙辰,壬辰,甲午,False
1496년_식년시대과_문제,論,,徐偃王行仁義,,"국조문과방목(國朝文科榜目),실록",https://sillok.history.go.kr/id/kja_10204008_002,1496년_식년시대과,대과,,식년시,,,1496.0,4.0,8.0,1496-03-16,병진,임진,갑오,丙辰,壬辰,甲午,False
1496년_식년시대과_문제,論,,徐偃王行仁義,,"국조문과방목(國朝文科榜目),실록",https://sillok.history.go.kr/id/kja_10204008_002,1496년_식년시대과,대과,,식년시,,,1496.0,4.0,8.0,1496-03-16,병진,임진,갑오,丙辰,壬辰,甲午,False
1496년_식년시대과_문제,論,,徐偃王行仁義,,"국조문과방목(國朝文科榜目),실록",https://sillok.history.go.kr/id/kja_10204008_002,1496년_식년시대과,대과,,식년시,,,1496.0,4.0,8.0,1496-03-16,병진,임진,갑오,丙辰,壬辰,甲午,False
1496년_식년시대과_문제,論,,徐偃王行仁義,,"국조문과방목(國朝文科榜目),실록",https://sillok.history.go.kr/id/kja_10204008_002,1496년_식년시대과,대과,,식년시,,,1496.0,4.0,8.0,1496-03-16,병진,임진,갑오,丙辰,壬辰,甲午,False
1497년_별시대과_문제,策,,九經,,국조문과방목(國朝文科榜目),,1497년_별시대과,대과,,별시,,,1497.0,9.0,4.0,1497-07-29,정사,무신,무진,丁巳,戊申,戊辰,False
1497년_중시대과_문제,策,,安民正俗,,국조문과방목(國朝文科榜目),,1497년_중시대과,대과,,중시,,,1497.0,9.0,10.0,1497-08-05,정사,기유,갑술,丁巳,己酉,甲戌,False
1498년_식년시소과_문제,,,,,연산군일기 29권,,1498년_식년시소과_생원,소과,생원,식년시,,,1498.0,0.0,0.0,0000-00-00,갑자,갑자,갑자,甲子,甲子,甲子,False
1498년_식년시대과_문제,策,,武備法禁銓選尊卑,,국조문과방목(國朝文科榜目),,,,,,,,1498.0,3.0,25.0,1498-02-24,무오,을묘,경인,戊午,乙卯,庚寅,False
1498년_별시대과_전시_문제,策,,治化思俗,,국조문과방목(國朝文科榜目),,1498년_별시대과_전시,대과,,별시,전시,,1498.0,9.0,3.0,1498-08-09,무오,신유,임신,戊午,辛酉,壬申,False
