question_id,category,abstract,content,abstract_ko,abstract_en,content_ko,content_en
Q4b486d9b0702,論,,人力可以奪造化,,,인간의 힘은 자연을 변화시킬 수 있다,Human effort can overcome nature.
Qdb42287609f5,論,,守成難於創業,,,지키는 것이 창업하는 것보다 어렵다,Maintaining success is harder than achieving it.
Qf8d5977576b2,,,,,,,
Q393c5bf04c54,,,,,,,
Q8c3fda4acbd2,賦,,詩得江山助.,,,시는 자연의 도움을 받는다.,Poetry gains assistance from mountains and rivers.
Qde4ec2d0dc09,詩,,"白雲何人許更裁, 押裁.",,,흰 구름을 누가 다시 잘라내게 허락할까?,Who will trim the white clouds again?
Q8c3fda4acbd2,賦,,相泣授將印.,,,서로 울며 장수의 인(印)을 주었다.,They wept together as he handed over the general's seal.
Qde4ec2d0dc09,詩,,"歸路過玄度, 押度.",,,현도를 지나 돌아가는 길에 관리를 호송하다.,On my way back I passed by Hyeondo and inspected it.
Q7a18e7056bca,疑,,"問: 子曰""學而不厭, 誨人不倦, 何有於我"", 又曰""爲之不厭"", 誨人不倦, 可爲云爾而矣. 聖人之言, 亦有前後之不同, 何歟?",,,"질문: 공자께서 ""배우기를 싫증내지 않고, 남을 가르치기를 게을리하지 않음이 나에게 무슨 상관이 있겠는가"" 라고 하셨고, 또 ""학문을 하되 싫증내지 말고, 남을 가르치되 게을리하지 말라""고 하셨습니다. 성인의 말씀에 전후가 서로 다른 것은 무엇 때문입니까?","Question: Confucius said ""Learning without satiety, teaching others without weariness - what do I have to do with these?"" Yet he also said ""Act without tiring,"" and ""Teach without weariness"" - this can be said to be enough. Why are there such differences in the sage's words?"
Q28add9f5c625,禮義,,君子不盡利而遺民.,,,군자는 이익을 다 취하지 않고 백성에게 남겨준다.,The noble person does not exhaust all profits and leaves some for the people.
Q7a18e7056bca,疑,,"問: 孟子曰""於崇, 吾得見王, 退而有去志, 久於齊, 非我志也"", 又曰""非我志也"", 又曰: ""予三宿而出晝, 於予心, 猶以爲速. 王如改諸, 則必反予."" 見王之初已有去志, 去齊之時, 猶以三宿爲速, 至有反予之望, 何歟?",,,"맹자가 ""제 나라에서 왕을 뵙고 나서 물러나와 떠날 뜻을 가졌고, 제나라에 오래 머문 것은 내 본뜻이 아니었다""라고 말하고, 또 ""내 본뜻이 아니었다""라고 했으며, 또 ""내가 사흘을 묵고 떠났는데도, 내 마음으로는 오히려 너무 빨리 떠난다고 생각했다. 왕이 만약 잘못을 고친다면 반드시 나를 다시 찾을 것이다""라고 했는데, 왕을 처음 만났을 때부터 이미 떠날 뜻이 있었으면서, 제나라를 떠날 때는 오히려 사흘 머문 것을 빠르다고 여기고, 심지어 돌아오기를 바라는 기대까지 가진 것은 무엇 때문인가?","Mencius said, ""When I first met the king, after retiring I had the intention to leave. My long stay in Qi was not my wish."" He also said, ""It was not my wish,"" and added: ""After staying three nights, I left during the day. In my heart, I still felt this was too hasty. If the king were to change, I would surely return."" When he first met the king, he already had the intention to leave, yet when leaving Qi, he felt three nights was too hasty and hoped to return - why was this so?"
Qaa9c6f46f0bd,書義,,木鐸徇于路,,,나무방울을 길에서 흔들며 다니다,The wooden bell is sounded along the road
Q5b4cd3ebeab2,表,,擬周召公請不作無益害有益,,,주나라 소공이 이롭지 않은 일은 하지 말고 이로운 일을 해치지 말자고 청한 것을 본받아,Duke of Zhou and Duke of Shao's Petition Against Doing Things That Bring No Benefit and Harm Things That Are Beneficial
Qa882ab4cd170,策,,_狩,,,사냥하다,hunt / hunting
Qa482803b3d4a,策,,體統,,,체계와 전통,"System, Framework, Order, Tradition"
Q84cde769b55f,表,,擬周召公請不作無益害有益,,,주나라 소공이 이익 없는 일을 하지 말고 이익 있는 일을 해칠 것을 청한 것을 본뜸,Duke of Zhou and Duke of Shao's Proposal to Avoid Doing What is Harmful and Useless While Maintaining What is Beneficial
Q2ce8ed6c0771,策,,爲治心法三代,,,나라를 다스리는 마음의 법도는 삼대(하·은·주)를 따른다,The Methods of Governing the Mind Through Three Dynasties
Qf2ff7f0b087a,制,,唐拜裵度同平章事,,,당나라에서 배도를 평장사에 임명하다,Tang appointed Bai Du as co-chancellor
Q8ff99f58d86e,賦,,檀君祠,,,단군사당,Shrine of Dangun
Qd438e46650a6,,,,,,,
Q8e431068b765,,,,,,,
Q863089ccbe6c,賦,,相約爲傳.,,,서로 약속하여 전하기로 하다.,They promised to pass it down.
Q258e6257448e,詩,,"神交付冥漠, 押身.",,,신령스러운 교감이 깊고 아득하여 마음을 사로잡는다.,"The divine connection is obscure and vague, restraining the body."
Q863089ccbe6c,賦,,推枰_策.,,,바둑을 논하다,Moving Chess Pieces_Strategy
Q258e6257448e,詩,,"崖山書示零丁洋詩, 押示.",,,애산에서 영정양시를 쓰며 보이다,Poem Written at Cliff Mountain About the Lingding Ocean
Q13848f0ec655,疑,,"問: 子曰""樂以忘憂, 不知老之將至"", 旣曰""忘憂"", 而又以德不修爲憂, 旣曰""不知老"", 而又發吾衰之歎者, 何歟?",,,"질문: 공자가 ""즐거움으로 근심을 잊고 늙음이 다가오는 줄도 모른다""고 말씀하셨는데, 이미 ""근심을 잊었다""고 하면서도 덕을 닦지 않는 것을 근심하고, 이미 ""늙음을 모른다""고 하면서도 다시 쇠약함을 한탄하니, 이는 어찌된 일입니까?","Question: Confucius said ""With music one forgets their worries and doesn't notice old age approaching."" Yet while speaking of ""forgetting worries,"" he still worried about not cultivating virtue, and while saying ""not noticing aging,"" he still lamented about his own decline. Why is this so?"
Qfcfded92e6f0,易義,,吉人之辭寡.,,,군자의 말은 적다.,A good person speaks little.
Q13848f0ec655,疑,,"問: 子曰""逝者如斯夫, 不舍晝夜"", 孟子曰""觀水有術, 必觀其瀾"", 聖賢觀水, 如是不同, 而或有同異之可言歟?",,,"공자께서는 ""흘러가는 것이 이와 같아서 밤낮으로 멈추지 않는구나""라 하셨고, 맹자께서는 ""물을 관찰하는 데는 방법이 있으니, 반드시 그 물결을 보아야 한다""고 하셨는데, 성현들의 물을 보는 관점이 이처럼 다르지만, 혹시 같고 다름을 말할 수 있는 것이 있습니까?","Question: Confucius said ""It passes on like this, not ceasing day and night,"" while Mencius said ""There is a method to observing water; one must observe its waves."" Although these sages observed water differently, can we say there are similarities and differences between their views?"
Q23bd8674f75f,詩義,,"不_不求, 何用不藏.",,,구하지 않으면 저장할 필요가 없다.,"If you don't seek what you don't have, why worry about not keeping what you have?"
Q62b9f6c8580e,策,,經術試士,,,경술로써 인재를 시험하다,Selecting government officials through examination of classical learning and literary skills
Q326c0c2e1595,賦,,璿璣齊七政,,,천체 운행을 관찰하여 일곱 가지 천체의 움직임을 조절하다,The armillary sphere aligns the seven celestial bodies
Q15eb52c5da08,策,,備_,,,"갖추다, 준비하다","prepare, equip, defend, guard against"
Q081421ee5b81,賦,,至日閉關,,,동지에 문을 닫다,Closing the gates on the winter solstice
Q3015d4a71f03,策,,人材盛衰,,,인재의 성쇠,Rise and Fall of Human Talent
Qfac678d7a19c,,,,,,,
Q1736885778b5,,,,,,,
Q9674932b6b43,賦,,作箴自責.,,,스스로를 경계하여 책망하다.,Making a motto to reflect on oneself.
Q73b786b20631,詩,,"雪中登宴坐巖, 懷南岳舊遊, 押遊.",,,"눈 속에서 연좌암에 올라 남악의 옛 노닒을 생각하며, 유(遊)자로 시를 짓다.","Climbing to Yeonzwa Rock in the snow,
Remembering past travels to Namak Mountain.
(Written in the style of Yu)"
Q9674932b6b43,賦,,泣涕投劍.,,,눈물을 흘리며 칼을 던지다.,Throwing down one's sword with tears.
Q73b786b20631,詩,,"罷唱白傳第, 押唱.",,,백전제를 그만 부르고 압송하라.,"Stop singing at White Pavilion, forced to sing."
Q39c3f34a935c,疑,,"問: 孟子之論心曰""存心"", 曰""養心, 曰""求放心"", 曰""不動心"", 其工夫之次第歸趣之同異, 可以歷指, 而此外有極功之可言者歟?",,,"맹자가 마음을 논하며 ""존심"", ""양심"", ""구방심"", ""부동심""을 말했는데, 그 공부의 차례와 귀착점의 같고 다름을 하나하나 지적할 수 있으며, 이 외에도 극진한 공부에 대해 말할 만한 것이 있습니까?","Question: When Mencius discusses the heart-mind, he speaks of ""preserving the heart,"" ""nourishing the heart,"" ""seeking the lost heart,"" and ""maintaining an unmoved heart."" Can you point out the sequence of these efforts and their similar or different objectives, and is there anything else to be said about the ultimate achievement beyond these?"
Qf17ebcffef74,易義,,"唯幾也, 故能成天下之務.",,,오직 기미를 살펴야만 천하의 일을 이룰 수 있다.,Only by using discretion can one accomplish the affairs of the world.
Q39c3f34a935c,疑,,"問: 論語曰""夫子罕言命"", 而衛卿之得不得, 乃曰""有命"", 其旨可得言之歟?",,,"묻기를: 논어에서는 ""공자께서는 명에 대해 드물게 말씀하셨다""고 했는데, 위나라의 관직을 얻고 못 얻음에 대해서는 ""명이 있다""고 하셨으니, 그 뜻을 말씀해 주실 수 있습니까?","Question: The Analects say ""The Master rarely spoke of destiny,"" yet regarding whether Duke Wei would succeed or fail, he said ""It is destined."" Can you explain the meaning of this?"
Qf17ebcffef74,易義,,萬物_而其事類.,,,만물이라 하더라도 그 일은 비슷하다.,All things are related in their affairs.
Qb5c152f390aa,銘,,養心閤,,,양심각,Pavilion of Cultivating the Mind
Q02d2cdf7bd45,賦,,大風安不忘危,,,큰 평안에 있을 때 위태로움을 잊지 않는다,"Even in times of calm, don't forget danger."
Q112b7cb09707,,,,,,,
Qa7ccd97f88e4,,,,,,,
Q5185fa23f863,賦,,比笏甘棠.,,,홀과 감당나무를 비교하다.,Comparing (measuring up to) the scepter under the sweet pear tree.
Q9bb71914fde8,詩,,"醉白堂記後, 押醉.",,,취백당기 뒤에 '취'자로 압운하다.,"Postscript to the Record of the Drunken White Hall, rhyming with ""drunk"""
Q5185fa23f863,賦,,如得一魏徵.,,,위징과 같은 신하 하나만 얻을 수 있다면.,If I could find another Wei Zheng.
Q9bb71914fde8,詩,,"夜廷郞官湖賦詩刻石, 押郞.",,,밤에 관리들이 호수에서 시를 읊어 바위에 새기다,"Officials at the night court composed poems by the lake and carved them on stone, rhyming with the word ""lang."""
Q7c23a2675a2f,疑,,"子曰""遊於藝"", 又曰""不試故藝"", 又曰""求也藝"", ""於從政乎, 何有?"", 旣曰遊於藝"", 則其曰"" 不試"", 故藝者, 何意? 旣曰""不試故藝"", 則其曰""於從政乎, 何有?""者, 亦何意歟?",,,"공자가 ""예술을 즐긴다""고 말씀하시고, 또 ""옛 기예를 시험하지 않는다""고 하셨으며, 또 ""구야는 기예를 한다""고 하시고 ""정치에 관해서는 무엇이 있겠는가?""라고 하셨다. 이미 ""예술을 즐긴다""고 하셨는데 ""시험하지 않는다""고 하신 것은 무슨 뜻인가? 이미 ""옛 기예를 시험하지 않는다""고 하셨는데 ""정치에 관해서는 무엇이 있겠는가?""라고 하신 것은 또한 무슨 뜻인가?","The Master said ""I indulge in arts,"" and also said ""I do not practice old arts,"" and also said ""Qiu is artistic."" ""As for engaging in government, what is there?"" Having said ""indulge in arts,"" why then did he say ""do not practice old arts""? Having said ""do not practice old arts,"" what then did he mean by saying ""As for engaging in government, what is there?"""
Q6b8c61e029dc,禮義,,杜擧.,,,두거,Du Ju
Q7c23a2675a2f,疑,,"子曰""弟子入則孝, 出則弟, 謹而信, 汎愛衆而親仁, 行有餘力, 則以學文"", 子以四敎文行忠信, 同是聖人敎人爲學之道, 而一則先言德行, 一則首以文學, 其先後次第有所不同者, 何歟? 抑各有其指而言歟?",,,"공자께서 말씀하시기를 ""제자는 집에 들어가서는 효도하고, 나가서는 공손하며, 행실을 삼가고 신의가 있으며, 널리 대중을 사랑하고 어진 이를 가까이 하며, 행한 뒤에 힘이 남으면 글을 배우라"" 하셨다. 공자께서는 네 가지 교육으로 문장과 행실, 충성과 신의를 가르치셨는데, 모두 성인이 사람을 가르치는 학문의 도이지만, 하나는 덕행을 먼저 말하고, 하나는 문학을 먼저 말하니, 그 선후의 차례가 다른 것은 무엇 때문인가? 혹은 각각 그 지시하는 바가 있어서 말한 것인가?","The Master said, ""A young person should practice filial piety at home and respectfulness abroad, should be careful and trustworthy, should love all people generally and keep close to those who are virtuous. If they still have energy left after doing all this, they should use it to study literature."" The Master taught four things: culture, conduct, loyalty, and faithfulness. When the sage taught people the way of learning, in one case he emphasized moral conduct first, and in another case he emphasized literature first. Why is there this difference in the order of priority? Or did each have its own specific purpose?"
Q6b8c61e029dc,禮義,,禮義以爲干櫓.,,,예의로써 방패와 울타리를 삼는다.,Take propriety and righteousness as your shield and defense.
Q6d2966b46601,表,,擬周召公奭請疾敬德祈天永命,,,주나라 소공석이 병으로 인해 덕을 공경하며 하늘에 영원한 목숨을 빌었던 것을 본뜸,Following the example of Duke Zhao of Zhou who sought longevity through reverent virtue and prayers to Heaven
Qacc1538b8948,,,,,,,
Qfe3d1449fca7,,,,,,,
Qff7293a13045,賦,,設經奪席.,,,자리를 빼앗길까 걱정되어 미리 자리를 잡아놓다.,"Even if someone takes your seat away from you, keep your composure."
Qaaee5518c410,詩,,指賦斑竹著.,,,반죽(斑竹)을 지어 저술하다.,He wrote an ode about the spotted bamboo.
Qff7293a13045,賦,,命罷春宴.,,,봄 잔치를 파하라고 명하였다.,The spring banquet is ordered to end.
Qaaee5518c410,詩,,試憑弦管一吹開.,,,현악기와 관악기로 한번 연주를 시도해보네.,Try to open up with a tune from string and wind instruments.
Q2d749a0a5bcf,疑,,"子曰""道之以政, 齊之以刑"", 又曰""民可使由之, 不可使知之"", 君子爲邦固可導, 齊之以刑, 而可使有之, 不可使知之者, 何歟?",,,"공자께서 ""정치로써 인도하고 형벌로써 다스린다"" 하시고, 또 ""백성은 따르게 할 수는 있으나 알게 할 수는 없다"" 하셨는데, 군자가 나라를 다스림에 있어 인도하고 형벌로써 다스리며, 따르게 할 수는 있으나 알게 할 수 없다는 것은 무엇 때문입니까?","The Master said, ""Guide them with policies and regulate them with punishments,"" and also said, ""The people can be made to follow but cannot be made to understand."" Why is it that the noble man can guide the state and regulate it with punishments, and can make people follow but cannot make them understand?"
Qb6cf4cc1b567,書義,,位不期驕.,,,자리가 높다고 교만하지 말라.,One should not expect to become arrogant due to their position.
Q2d749a0a5bcf,疑,,"孟子曰""伯夷聖之淸者也, 伊尹聖之任者也, 柳下惠聖之和者也, 孔子聖之時者也"", 旣謂之時, 則包三聖之所長, 可知已然, 而夫子欲居九夷, 轍環天下, 未嘗終三年淹也. _求聚斂, 鳴鼓而功之, 此不害於淸, 任和之道歟? 願聞諸生的確之論.",,,"맹자가 말하기를 ""백이는 성인 중에서 청렴한 분이요, 이윤은 성인 중에서 책임감 있는 분이요, 유하혜는 성인 중에서 화평한 분이요, 공자는 성인 중에서 시중에 맞는 분이다""라 하였다. 이미 시중에 맞는다고 했으니, 세 성인의 장점을 포함하고 있음을 알 수 있다. 그러나 공자께서는 구이에 머물고자 하시고 천하를 두루 다니시며, 한 곳에 3년을 채 머물지 않으셨다. 재물을 모으고 북을 치며 공을 세우려 하셨으니, 이것이 청렴과 책임, 화평의 도에 해가 되지 않는가? 제자들의 정확한 논설을 듣고 싶다.","Mencius said, ""Bo Yi was the pure one among sages, Yi Yin was the responsible one among sages, Liuxia Hui was the harmonious one among sages, and Confucius was the timely one among sages."" Being called timely means he embodied the strengths of the three sages, as is evident. Yet the Master wished to dwell among the Nine Barbarian tribes and traveled around the world, never staying in one place for three years. Seeking to gather wealth and beating drums to celebrate achievements - does this not contradict the ways of purity, responsibility, and harmony? I wish to hear your precise arguments on this matter."
Q2fbc3a1aac10,禮義,,報者天下之利.,,,보답하는 것이 천하의 이로움이다.,Reciprocity is the benefit of all under heaven.
Qa466ec048853,賦,,君德成就責經筵,,,임금의 덕을 이루기 위해 경연을 맡다,The ruler's virtue is accomplished through learning from classical teachings
Q7c557ab14131,表,,宋處士雷次宗謝親幸學館 令以巾_侍講資給甚厚,,,"송나라 처사 뇌차종이 황제의 학관 방문에 감사드리니, 황제가 두건을 하사하고 강의를 듣게 하며 후한 봉록을 내렸다.",Song hermit Lei Cizhong thanked the emperor for personally visiting the academy and ordered him to serve as an instructor with generous provisions and allowances.
Qa259e2915aa5,,,,,,,
Q474f7f665348,,,,,,,
Qb39752051ad1,賦,,靑牛出關.,,,청우가 관문을 나가다.,A blue ox goes out through the pass.
Qa4080c7646a1,詩,,三原令_席見李衛.,,,삼원 현령 석견리위,Magistrate of Samwon County meets with Yi Wi.
Qb39752051ad1,賦,,"彈琴食祥帶, 押賜.",,,"거문고를 타면서 상대를 먹으며, 강압적으로 주었다.","Playing zither while wearing an auspicious belt, which was bestowed by the emperor."
Qa4080c7646a1,詩,,"淸虛堂賞雪感舊, 押淸.",,,청허당에서 눈을 감상하며 옛일을 생각하노라,"Appreciating snow at Cheongheo Hall and reminiscing about the past (with ""cheong"" rhyme)"
Q68fd2542725c,疑,,"士之所以進德修業者, 必資於師友之講論切磋, 而孟者曰""人之患在好爲人師"", 人皆以好爲人師相戒, 則小子後生於何考?",,,"선비가 덕을 증진하고 학업을 닦는 것은 반드시 스승과 친구의 강론과 절차탁마에 힘입어야 하는데, 맹자께서 ""사람의 병폐는 남의 스승 되기를 좋아하는 데 있다""고 하셨으니, 사람들이 모두 남의 스승 되기를 좋아하는 것을 서로 경계한다면 후학들은 누구에게서 배우겠는가?","For scholars to advance in virtue and improve their learning, they must rely on discussions and exchanges with teachers and friends. However, Mencius said ""People's trouble lies in being eager to become teachers of others."" If everyone warns against being eager to become teachers of others, then how can the young learn?"
Q834195ad7200,書義,,"王德而問業, 子曰""無友不如己者"", 人皆取勝已者爲友, 則不如己者何所取友而輔仁歟?",,,"왕덕이 학업에 대해 묻자, 공자가 말씀하시기를 ""자기보다 못한 자와 벗하지 말라"" 하셨는데, 사람들이 모두 자기보다 나은 자를 벗으로 삼는다면, 자기보다 못한 자는 누구와 벗이 되어 인격을 도우리오?","When Wang Der asked about learning, Confucius said ""Do not befriend those who are not your equal."" If everyone makes friends with those who are better than themselves, then with whom will those who are inferior make friends to improve their virtue?"
Q68fd2542725c,疑,,"子曰""四十而不惑"", 孟子曰""四十而不動心"", 不惑與不動心, 抑有輕重之別, 而未四十之前, 則雖聖賢猶不免惑與動心歟?",,,"공자는 ""사십이 되면 미혹되지 않는다"" 하였고, 맹자는 ""사십이 되면 마음이 흔들리지 않는다"" 하였는데, 미혹되지 않음과 마음이 흔들리지 않음에는 차이가 있으며, 사십 이전에는 성현이라도 미혹됨과 마음이 흔들림을 면하지 못하는 것일까?","Confucius said ""At forty one is free from doubts,"" while Mencius said ""At forty one's heart remains unmoved."" Between being free from doubts and having an unmoved heart, there may be degrees of difference, but before the age of forty, were even the sages not free from doubts and moved hearts?"
Q69140cf979ac,禮義,,天子以德爲車.,,,천자는 덕을 수레로 삼는다.,The Son of Heaven uses virtue as his chariot.
Q797ef544d5d1,銘,,湯盤,,,"탕반 (목욕통, 욕조)",Bath tub
Q918568731d0b,表,,擬漢諫大夫杜延年請修孝文時政示以儉約寬和順天心悅民憙,,,한나라 간대부 두연년이 효문제의 정치를 본받아 검약하고 관대하며 조화롭게 하여 하늘의 뜻을 따르고 백성의 기쁨을 얻기를 청하는 것을 본뜸,"Pretending to be Han Dynasty official Du Yannian, recommending to follow Emperor Xiaowen's policies of frugality, leniency, and harmony to please both Heaven and the people."
Q4bd892052f70,賦,,天地節而四時成,,,하늘과 땅이 절도를 지키니 사계절이 이루어진다,"When Heaven and Earth are regulated, the four seasons are formed."
Q741e231d14f4,箋,,擬漢英布謝帳御飮食從官皆如王居,,,한영포가 사은하며 장막에서 음식을 먹을 때 모든 관원들이 왕과 같이 앉았다,The officials in charge of royal meals and clothing were treated with the same respect as if they were serving the king himself.
Q5e76e1170886,表,,擬唐考功郞中陸贄請於大赦詔書之辭無所忌避,,,당나라 고공랑중 육지가 대사면 조서의 글에서 꺼리고 피하는 것이 없도록 청한 글을 본뜸,"Memorandum by Lu Zhi, Administrative Supervisor of the Tang Dynasty, requesting that amnesty edicts should not avoid or exclude any terms"
Q8e96f9fd553b,,,,,,,
Qbe72e936c755,,,,,,,
Qe39f366a4242,,,,,,,
Q433179b2d72d,,,,,,,
Q0fe8bf3f3666,表,,擬虞伯益請岡_百姓以從己之欲,,,가상의 우백익이 백성들에게 자신의 뜻을 따르도록 청하는 글,"Pretending to be Yu Bo Yi, requesting to control the common people to follow one's own desires"
Qffa100b2caa7,表,,擬唐韓滉謝面諭子_歸覲且命速致關中粮,,,당나라 한황이 친히 가르침을 전하시며 고향에 잠시 다녀오되 관중의 군량을 빨리 조달하라 명하심을 감사드리며,"""In Response to Tang's Han Huang's Thanks for Face-to-Face Teaching - Return Home to Pay Respects and Quickly Deliver Grain to Guanzhong"""
Qfc97dc59841c,表,,漢大將軍衛靑辭封三子爲侯,,,한나라 대장군 위청이 자신의 세 아들을 제후로 봉하려는 제안을 사양하였다,Han Dynasty's Grand General Wei Qing declined to have his three sons appointed as marquises.
Qc9c479997497,策,,法古,,,옛것을 본받음,Following ancient ways
Q4439e025769e,表,,擬漢韓信請以義兵從思東歸之士,,,한신이 의병을 이끌고 동쪽으로 돌아가려는 선비들을 따르자고 청하는 것을 본떠 쓴 글,Pretending to be Han Xin requesting to lead righteous troops along with soldiers who wish to return east
Q22e86abf223c,,,,,,,
Q6f92481d206e,,,,,,,
Q99981b824fab,賦,,夢告館羅池.,,,몽중에 관나지에서 고하다.,A dream told of Gwanra Pond.
Q73bf304c60a2,詩,,擺頭謝韓子. 押頭.,,,머리를 흔들며 한자께 감사드립니다. 끝.,They bowed their heads to thank Master Han. With bowed heads.
Q99981b824fab,賦,,佩印思叔度.,,,관인을 차고서 사숙도를 생각하네.,"Wearing the seal, I think of Shudo."
Q73bf304c60a2,詩,,託黃陳二生畵五老峰新泉. 押泉.,,,황씨와 진씨 두 사람에게 오로봉의 새로운 샘을 그려달라고 부탁하다. 운자는 '천(泉)'을 씀.,"Entrusting Huang and Chen to paint Five Elders Peak and New Spring. In rhyme with ""spring."""
Q1e1e41fbc184,疑,,"子曰: “有鄙夫問於我, 空空如也, 我叩其兩端而竭焉.” 又曰: “不憤不啓, 不_不發, 擧一隅, 不以三隅反, 則不復也.” 聖人敎人之道, 宜無異同, 而空空者則叩兩端而竭焉, 憤_者則擧一隅而不復者, 何歟?",,,"공자가 말씀하시길: ""무지한 사람이 나에게 물으면, 텅 비어 있는 것 같아서, 나는 그 양쪽을 두드려보아도 답이 나오지 않는다."" 또 말씀하시길: ""스스로 깨닫지 못하면 깨우쳐주지 않고, 노력하지 않으면 드러내지 않으며, 한 모서리를 들어보였는데 나머지 세 모서리로 미루어 알지 못하면, 다시 가르치지 않는다."" 성인이 사람을 가르치는 방법은 차이가 없어야 할 텐데, 텅 빈 자는 양쪽을 두드려도 답이 나오지 않고, 깨달음을 구하는 자는 한 모서리만 들어도 다시 가르치지 않는다는 것은 무엇인가?","The Master said: ""When an uncouth fellow asked me a question, my mind was completely blank. I pressed him on both ends until I was exhausted."" He also said: ""If one is not eager, I do not instruct. If one is not struggling to express oneself, I do not enlighten. If I hold up one corner and the person cannot come back with the other three corners, I do not repeat the lesson."" In the way the sage teaches people, there should be no discrimination, yet with the blank-minded he exhausts himself pressing both ends, and with the eager and struggling he shows one corner and does not repeat - why is this so?"
Q147f00b3476a,易義,,物大然後可觀. 易.,,,사물이 커야만 볼 만하다.,"When things are great, they become worthy of contemplation. (from the Book of Changes)"
Q1e1e41fbc184,疑,,"子曰: “勇者不懼.” 又曰: “必也臨事而懼.” 大學曰: “心有所恐懼, 則不得其正.” 中庸曰: “恐懼乎其所不聞.” 臨事必懼, 則何時而不懼? 不聞亦懼, 則不幾於有所懼耶?",,,"""용감한 자는 두려워하지 않는다""라고 하셨고, 또 ""반드시 일에 임해서는 두려워해야 한다""라고 하셨다. 대학에서는 ""마음에 두려움이 있으면 그 바름을 얻지 못한다""라고 했으며, 중용에서는 ""듣지 못한 것을 두려워한다""라고 했다. 일에 임해서 반드시 두려워한다면 어느 때에 두려워하지 않겠는가? 듣지 못한 것도 두려워한다면 거의 모든 것을 두려워하는 것이 아닌가?","""The Master said, 'The brave are without fear.' He also said, 'One must feel fear when facing a situation.' The Great Learning says, 'When the mind is filled with fear, it cannot achieve righteousness.' The Doctrine of the Mean says, 'Be fearful of what you have not heard.' If one must fear when facing situations, then when is there not fear? If one fears even what is not heard, is this not close to having constant fear?"""
Q147f00b3476a,易義,,"觀其會通, 以行其典禮. 易.",,,그 연결된 이치를 살펴서 그에 따른 의례를 행한다.,"Observe how things connect, and accordingly perform the rituals."
Q0b54ec9a8810,策,,災異,,,재앙과 이변,Natural disasters and unusual phenomena
Q990ad7b327ac,表,,擬漢_唐謝不治忘言觸諱之罪更召論將,,,한나라와 당나라의 사관(謝不治)이 금기어를 써서 죄를 지었다가 다시 불려와 논죄된 것을 본뜸,Proposed Discussion on Recalling and Judging Officials Who Committed the Crime of Speaking Taboo Words During Han and Tang Dynasties
Qae2e1eedb6ea,,,,,,,
Q22c1db13e1a4,,,,,,,
Q433857b05b64,賦,,撫掌引滿.,,,손뼉을 치고 활시위를 힘껏 당기다.,Stroke the palm and draw to full draw.
Q6458a6845063,詩,,飯顆山前問杜甫. 押前.,,,반과산 앞에서 두보를 묻다,Asking about Du Fu in front of Mount Fanke.
Q433857b05b64,賦,,"梓人之道, 類於相.",,,목수의 도는 관상가의 도와 비슷하다.,The way of the carpenter is similar to that of the physiognomist.
Q6458a6845063,詩,,"赤壁秋夜, 與吹簫客問答. 押秋.",,,"적벽의 가을 밤, 퉁소 부는 나그네와 문답하다. 압운은 '추'로 했다.","Autumn Night at Red Cliff, Questions and Answers with a Flute Player. In autumn rhyme."
Q226932e0870a,疑,,"問: 子曰: “吾嘗終日不食, 終夜不寐以思, 無益.” 孟子曰: “思則得之, 不思則不得.” 思一也, 而孔子則以爲無益, 孟子則以爲得之, 聖人之言, 有此異同, 何歟?",,,"질문: 공자께서는 ""나는 일찍이 온종일 먹지 않고 밤새도록 자지 않고 생각했으나 무익했다""라고 하셨고, 맹자께서는 ""생각하면 얻을 수 있고, 생각하지 않으면 얻을 수 없다""고 하셨다. 생각한다는 것은 같은데 공자는 무익하다고 하고 맹자는 얻을 수 있다고 하니, 성인의 말씀에 이러한 차이가 있는 것은 왜인가?","Question: Confucius said, ""I have spent whole days without food and whole nights without sleep, thinking. It was of no use."" Mencius said, ""If you think, you will get it; if you don't think, you won't get it."" Though both speak of thinking, Confucius considered it useless while Mencius said it leads to attainment. Why is there such a difference between the words of these sages?"
Q9042b393c567,易義,,"損益, 盛衰之始.",,,"이익과 손해, 성함과 쇠함의 시작.","The beginning of loss and gain, prosperity and decline."
Q226932e0870a,疑,,"問: 子曰: “齊桓公 正而不譎.” 夫子旣稱其正, 則孟子之謂仲尼之徒無道其事者, 何歟?",,,"질문: 공자께서 ""제환공은 정직하고 교활하지 않았다""고 하셨는데, 공자께서 이미 그의 정직함을 칭찬하셨다면, 맹자가 중니의 제자들이 그의 일을 도리에 맞지 않다고 했다는 것은 어째서입니까?","Question: Confucius said, ""Duke Huan of Qi was upright and not deceitful."" Since the Master praised his uprightness, why did Mencius say that the followers of Confucius did not speak of his deeds?"
Q6d3fa65ee775,禮義,,"禮之於人, 猶酒之有蘖.",,,예(禮)가 사람에게 있어서는 술에 곡식 누룩이 있는 것과 같다.,Ritual to humans is like yeast to wine.
Q4e5fd890847e,策,,알 수 없음,,,한문 텍스트가 제공되지 않아 번역할 수 없습니다.,한문 텍스트가 제공되지 않아 번역할 수 없습니다.
Q3aabeaf3cb43,,,,,,,
Qc9a74dbdd7ff,,,,,,,
Qd7b3e913ec52,賦,,撫掌引滿.,,,두 손으로 당겨 활시위를 가득 당기다.,Hold the bow grip and draw fully.
