,id,name,year,writer,sort,description,grade,rank,above,height,width,provider,원소장처,webResourceURL,reference
,SE18010000SF,1801년_권감(權堪)_시권,1801,권감(權堪),소과,1801년 식년시 / 증광시 소과 초시에서 권감(權堪)이 작성한 답안지(향시 추정),次下,三之十五,,73,172,한국고문서자료관,대전 무수동 안동권씨 유회당 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1801.1111-20101008.B059a_085_00582_XXX,
,,,,,,,,,,,,,,,
4주차,S18030320SS322,1803년_증광_생원시_복시_안몽백(安夢伯)_시권,1803,안몽백(安夢伯),소과,1803년 증광시 소과 복시에서 안몽백(安夢伯)이 작성한 답안지,미상,三之五十七(3等57人),,70,165,한국고문서자료관,함안 두릉 순흥안씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1805.1111-20101008.B035a_055_00369_XXX,
,SE18030216SF,(향시)1803년_증광_진사시_초시_김노상(金魯相)_시권,1803,김노상(金魯相),소과,1803년 증광시 소과 초시에서 김노상(金魯相)이 작성한 답안지(향시 추정),次下,미상,,70,187.2,한국고문서자료관,서산 대교 경주김씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1803.0000-20101008.B060d_086_00802_XXX,
,S18030216SF121,1803년_증광_진사시_초시_이인수(李寅秀)_시권,1803,이인수(李寅秀),소과,1803년 증광시 소과 초시에서 이인수(李寅秀)가 작성한 답안지,次下,三之十八,,72,206,한국고문서자료관,제천 한수 연안이씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1803.1111-20101008.B035a_055_00371_XXX,
,S18030318SS121,1803년_증광_진사시_복시_이인수(李寅秀)_시권,1803,이인수(李寅秀),소과,1803년 증광시 소과 복시에서 이인수(李寅秀)가 작성한 답안지,次下,三之三十九,,72,206,한국고문서자료관,제천 한수 연안이씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1803.1111-20101008.B035a_055_00371_XXX,
,SE18030216SF,(향시)1803년_증광_생원시_초시_권감(權堪)_답안,1803,권감(權堪),소과,1803년 증광시 소과 초시에서 권감(權堪)이 작성한 답안지(향시 추정),次上,미상,,70,159,한국고문서자료관,대전 무수동 안동권씨 유회당 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1803.1111-20101008.B059a_085_00583_XXX,
,S18050816SF111,1805년_증광_진사시_초시_이준수(李俊秀)_답안,1805,이준수(李俊秀),소과,1805년 증광시 소과 초시에서 이준수(李俊秀)가 작성한 답안지,미상,三之二十一,,74,209,한국고문서자료관,제천 한수 연안이씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1805.1111-20101008.B035a_055_00369_XXX,
,연대 추정 불가,19세기 중반 권영수(權永秀) 시권,미상,권영수(權永秀),소과,권영수(權永秀)가 작성한 답안지,三下,미상,,52,202,한국고문서자료관,대전 무수동 안동권씨 유회당 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1808.1111-20101008.B059a_085_00587_XXX,"시권 앞부분의 내용이 훼손되어 정확한 연대 확인이 불가하며, 권영수가 1844년 증광시 대과에 급제하였고, 생년이 1808년이라는 정보에 따라 대략의 시기만 추정할 수 있다. 또한 일치하는 시제가 없으므로 소과 향시 초시일 가능성이 크다."
,S18091027SS121,1809년_증광_진사시_복시_이건기(李建基)_시권,1809,이건기(李建基),소과,1819년 증광시 소과 복시에서 이건기(李建基)가 작성한 답안지,次下,三之五十三,,16.9,23.6,한국고문서자료관,상주 연안이씨 이만부 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1809.0000-20101008.B069a_A01_00079_XXX,
,S18140317SS311,1814년_식년_생원시_복시_안윤직(安允直)_시권,1814,안윤직(安允直),소과,1814년 식년시 소과 복시에서 안윤직(安允直)이 작성한 답안지,次下,三之二十七,,미상,미상,한국고문서자료관,안동 갈전 순흥안씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1814.0000-20101008.B028a_043_00405_XXX,
,SE18140212SF,(향시)1814년_식년_생원시_초시_안윤직(安允直)_시권,1814,안윤직(安允直),소과,1814년 식년시 소과 초시에서 안윤직(安允直)이 작성한 답안지(향시 추정),次下,미상,,미상,미상,한국고문서자료관,안동 갈전 순흥안씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1814.0000-20101008.B028a_043_00406_XXX,
,S18140317SS322,1814년_식년_생원시_복시_이준수(李俊秀)_시권,1814,이준수(李俊秀),소과,1814년 식년시 소과 복시에서 이준수(李俊秀)가 작성한 답안지,次下,三之三十二,,75,197,한국고문서자료관,제천 한수 연안이씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1814.1111-20101008.B035a_055_00370_XXX,
,SE18150924SF,(향시)1815년_식년_진사시_초시_권용전(權用銓)_시권,1815,권용전(權用銓),소과,1815년 식년시 소과 초시에서 권용전(權用銓)이 작성한 답안지(향시 추정),三上,미상,,69.5,160,한국고문서자료관,대전 무수동 안동권씨 유회당 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1815.1111-20101008.B059a_085_00584_XXX,
,,,,,,,,,,,,,,,
1주차,SE18180822SF,(향시)1818년_식년_생원시_초시_문한택(文漢澤)_시권,1818,문한택(文漢澤),,1818년 식년시 소과 초시에서 문한택(文漢澤)이 작성한 답안지(향시 추정),次中,미상,,70,173,한국고문서자료관,영암 장암 남평문씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1818.1111-20101008.B012f_022_00275_XXX,
,SE18220226SF,(향시)1822년_식년_진사시_초시_김제령(金濟寧)_시권,1822,김제령(金濟寧),,1822년 식년시 소과 초시에서 김제령(金濟寧)이 작성한 답안지(향시 추정),次下,미상,,69.5,28.8,한국고문서자료관,안동 오천 광산김씨 후조당,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1822.0000-20101008.B001a_001_00145_XXX,
,S18220226SF121,1822년_식년_진사시_초시_김징순(金徵淳)_시권,1822,김징순(金徵淳),,1822년 식년시 소과 초시에서 김징순(金徵淳)이 작성한 답안지,次上,미상,,75,201.8,한국고문서자료관,양근 안동김씨 노가재 후손가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1822.0000-20101008.B042b_064_00127_XXX,"시권에 진사시 입격 첨지가 붙어있으나, 초시 시제임이 확인되고 방목 명단에 없으므로 이후에 붙인 것으로 추정된다."
,SE18220226SF,(향시)1822년_식년_생원시_초시_문병효(文秉孝)_시권,1822,문병효(文秉孝),,1822년 식년시 소과 초시에서 문병효(文秉孝)가 작성한 답안지(향시 추정),次下外,미상,,65,93,한국고문서자료관,영암 장암 남평문씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1822.1111-20101008.B012e_022_00231_XXX,
,SE18180822SF,(향시)1818년_식년_생원시_초시_권용전(權用銓)_시권,1822,권용전(權用銓),,1822년 식년시 소과 초시에서 권용전(權用銓)이 작성한 답안지(향시 추정),次下,미상,,68.3,167.7,한국고문서자료관,대전 무수동 안동권씨 유회당 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1822.1111-20101008.B059a_085_00585_XXX,
,S18220304SS322,1818년_식년_생원시_복시_권용전(權用銓)_시권,1822,권용전(權用銓),,1822년 식년시 소과 복시에서 권용전(權用銓)이 작성한 답안지,次下,三之五十七,,75,181,한국고문서자료관,대전 무수동 안동권씨 유회당 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1822.1111-20101008.B059a_085_00586_XXX,
,,,,,,,,,,,,,,,
2주차,SS18260000,1826년_김노상(金魯相)_시권,1826,김노상(金魯相),,1826년에 김노상(金魯相)이 작성한 답안지,미상,미상,,152.5,100,한국고문서자료관,서산 대교 경주김씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1826.0000-20101008.B060d_086_00803_XXX,
,SS18260000,1826년_김노상(金魯相)_시권,1826,김노상(金魯相),,1826년에 김노상(金魯相)이 작성한 답안지,三中,미상,,148.5,87.6,한국고문서자료관,서산 대교 경주김씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1826.0000-20101008.B060d_086_00804_XXX,
,SS18260000,1826년_김노상(金魯相)_시권,1826,김노상(金魯相),,1826년에 김노상(金魯相)이 작성한 답안지,三下,미상,,148.5,87,한국고문서자료관,서산 대교 경주김씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1826.0000-20101008.B060d_086_00805_XXX,
,S18270822SF312,1827년_증광_생원시_초시_김징순(金徵淳)_시권,1827,김징순(金徵淳),,1827년(순조 27)에 김징순(金徵淳)이 생원시에서 작성한 답안지,次下,미상,,71.7,181.8,한국고문서자료관,양근 안동김씨 노가재 후손가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1827.0000-20101008.B042b_064_00128_XXX,
,S18270926SS322,1827년_증광_생원시_복시_김징순(金徵淳)_시권,1827,김징순(金徵淳),,1827년(순조 27)에 김징순(金徵淳)이 생원시에서 작성한 답안지,次中,二之十三,,77.1,201.9,한국고문서자료관,양근 안동김씨 노가재 후손가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1827.0000-20101008.B042b_064_00129_XXX,
,S18271010BS301,1827년_증광_문과_복시_박종길(朴宗吉)_시권,1827,박종길(朴宗吉),,1827년(순조 27)에 박종길(朴宗吉)이 문과에서 작성한 답안지,미상,미상,,44.7,672,한국고문서자료관,의정부 장암 반남박씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1827.1111-20101008.B070a_A01_00291_XXX,
,S18271019BT,1827년_증광_문과_전시_박종길(朴宗吉)_시권,1827,박종길(朴宗吉),,1827년(순조 27)에 박종길(朴宗吉)이 문과에서 작성한 답안지,미상,三之一,,63,67.5,한국고문서자료관,의정부 장암 반남박씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1827.1111-20101008.B070a_A01_00297_XXX,
,SC18280218SF,(향시)1828년_식년_생원시_초시_이진택(李鎭宅)_시권,1828,이진택(李鎭宅),,1828년(순조 27)에 이진택(李鎭宅)이 생원시 인동(仁同) 감시에서 작성한 답안지,次下,미상,,69,182,한국고문서자료관,경주 소정 경주이씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1828.0000-20101008.B043b_066_00288_XXX,
,S18390819SF311,1839년_식년_생원시_초시_정기락(鄭基洛)_시권,1839,정기락(鄭基洛),,1839년(헌종 5)에 정기락(鄭基洛)이 생원시에서 작성한 답안지,次下外,미상,,70.5,23.5,한국고문서자료관,안성 보체 동래정씨 정홍순 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BKHD%2BKSM-XD.1839.0000-20170801.C0601_002_00352_XXX,
,SE18390819SF,(향시)1839년_식년_생원시_초시_안윤희(安潤羲)_시권,1839,안윤희(安潤羲),,1839년(헌종 5)에 안윤희(安潤羲)가 생원시에서 작성한 답안지,次下外,미상,,미상,,한국고문서자료관,안동 갈전 순흥안씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1839.0000-20101008.B028a_043_00407_XXX,
,S18400220SS311,1840년_식년_생원시_복시_안윤희(安潤羲)_시권,1840,안윤희(安潤羲),,1840년(헌종 5)에 안윤희(安潤羲)가 생원시에서 작성한 답안지,次下外,三之十六,,미상,,한국고문서자료관,안동 갈전 순흥안씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1840.0000-20101008.B028a_043_00408_XXX,
,S18440420BT,1844년_증광_문과_전시_권영수(權永秀)_시권,1844,권영수(權永秀),,1844년(헌종 10)에 권영수(權永秀)가 증광별시문과에서 작성한 답안지,次上,三之十八,,54,251,한국고문서자료관,대전 무수동 안동권씨 유회당 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1844.1111-20101008.B059a_085_00588_XXX,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
강다형,S18440420BT,1844년 권영수(權永秀) 시권,1844,권영수(權永秀),소과,1844년(헌종 10)에 권영수(權永秀)가 문과 초시에서 작성한 답안지,次下,-,,62,578,한국고문서자료관,대전 무수동 안동권씨 유회당 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1844.1111-20101008.B059a_085_00589_XXX,
,S1845000000,1845년 강휘국(姜彙國) 시권,1845,강휘국(姜彙國),대과,1845년(헌종 11)에 강휘국(姜彙國)이 진사시에서 작성한 답안지,次下,-,,66,24.1,한국고문서자료관,김천 진주강씨 학암 강석귀 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BKHD%2BKSM-XD.1845.0000-20160628.C0801_002_00041_XXX,
,S18450219SF,1845년 박진수(朴晉壽) 시권,1845,박진수(朴晉壽),소과,1845년(헌종 11)에 박진수(朴晉壽)가 정시 초시에서 작성한 답안지,次下,-,,125,83.4,한국고문서자료관,의정부 장암 반남박씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1845.1111-20101008.B070a_A01_00292_XXX,
,S18450410BT,1845년 박승수(朴昇壽) 시권,1845,박승수(朴昇壽),대과,1845년(헌종 11)에 박승수(朴昇壽)가 정시 별시문과에서 작성한 답안지,-,三之三(丙科第三人),,60,246.5,한국고문서자료관,의정부 장암 반남박씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1845.1111-20101008.B070a_A01_00299_XXX,
,S1848000000,1848년 김두상(金斗相) 시권,1848,김두상(金斗相),,1848년(헌종 14)에 김두상(金斗相)이 작성한 답안지,次上,-,,74.8,23.4,한국고문서자료관,안동 오천 광산김씨 후조당,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1848.0000-20101008.B001a_001_00146_XXX,
,S18480530BT,1848년 정동규(鄭東奎) 시권,1848,정동규(鄭東奎),대과,1848년(헌종 14)에 김두상(金斗相)이 증광별시문과에서 작성한 답안지,三下,三之三十一(丙科第三十一人),,62.5,225,한국고문서자료관,상주 우산 진주정씨 우복 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1848.0000-20101008.B061a_088_00527_XXX,
,S18480000B,1848년 정동규(鄭東奎) 시권,1848,정동규(鄭東奎),대과,1848년(헌종 14)에 김두상(金斗相)이 문과에서 작성한 답안지,次上,-,,60,504,한국고문서자료관,상주 우산 진주정씨 우복 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1848.0000-20101008.B061a_088_00528_XXX,
,S18480000B,1848년 정동규(鄭東奎) 시권,1848,정동규(鄭東奎),대과,1848년(헌종 14)에 김두상(金斗相)이 문과에서 작성한 답안지,三中,-,,53.3,246,한국고문서자료관,상주 우산 진주정씨 우복 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1848.0000-20101008.B061a_088_00529_XXX,
,S18500000B,1850년 정기상(鄭璣相) 시권,1850,정기상(鄭璣相),대과,1850년(철종 1)에 정기상(鄭璣相)이 문과에서 작성한 답안지,次上,-,,56,401,한국고문서자료관,거창 강동 초계정씨 동계 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1850.0000-20101008.B013a_023_00152_XXX,
,S18510809SF3,1850년 박능수(朴能壽) 시권,1850,박능수(朴能壽),소과,1850년(철종 1)에 박능수(朴能壽)가 생원시에서 작성한 답안지,次下,-,,71.4,169,한국고문서자료관,의정부 장암 반남박씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1850.1111-20101008.B070a_A01_00293_XXX,
,S18530000B,1853년 유방(柳雪+滂) 시권,1853,유방(柳雪+滂),대과,1853년(철종 4)에 유방(柳雪+滂)이 작성한 답안지,次上,-,,108,70,한국고문서자료관,안산 부곡 진주류씨 경성당,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1853.0000-20101008.B038a_058_00570_XXX,
,S18550000S,1855년 이기수(李基壽) 시권,1855,이기수(李基壽),소과,1855년(철종 6)에 이기수(李基壽)가 작성한 답안지,次下,-,,72,188,한국고문서자료관,경주 옥산 여주이씨 치암 종가·장산서원,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1855.0000-20101008.B043b_066_00287_XXX,
,S18560000B,1856년 유방(柳雪+滂) 시권,1856,유방(柳雪+滂),대과,1856년(철종 7)에 유방(柳雪+滂)이 문과에서 작성한 답안지,-,-,,320,45,한국고문서자료관,안산 부곡 진주류씨 경성당,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1856.0000-20101008.B038a_058_00571_XXX,
,S18580000B,1858년 정기상(鄭璣相) 시권,1858,정기상(鄭璣相),대과,1858년(철종 9)에 정기상(鄭璣相)이 작성한 답안지,次下,-,,70,162,한국고문서자료관,거창 강동 초계정씨 동계 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1858.0000-20101008.B013a_023_00153_XXX,
,S18590313BT,1859년 김윤제(金允濟) 시권,1859,김윤제(金允濟),대과,1859년(철종 10)에 정기상(鄭璣相)이 작성한 답안지,-,-,,65.5,29.7,한국고문서자료관,서산 대교 경주김씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1859.0000-20101008.B060c_086_00686_XXX,
,S18610425BT,1861년 정학묵(鄭學默) 시권,1861,정학묵(鄭學默),대과,1861년(철종 12)에 정학묵(鄭學默)이 작성한 답안지,三下,三之八(丙科第八人),,71.5,162.5,한국고문서자료관,군포 속달 동래정씨 정난종 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1861.0000-20101008.B066a_097_00383_XXX,
,S1862000000,1862년 이관익(李觀翼) 시권,1862,이관익(李觀翼),,1862년(철종 13)에 이관익(李觀翼)이 작성한 답안지,三中,-,,155,92,한국고문서자료관,제천 한수 연안이씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1862.1111-20101008.B035a_055_00372_XXX,
,S1864000000,1864년 이조수(李肇秀) 시권,1864,이조수(李肇秀),,1864년(고종 1)에 이조수(李肇秀)가 문과에서 작성한 답안지,次下外,-,,51.1,395.4,한국고문서자료관,칠곡 석전 광주이씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1864.0000-20101008.B063a_092_00394_XXX,
,S18650322SS3,1865년 박제경(朴齊敬) 시권,1864,박제경(朴齊敬),소과,1865년(고종 2)에 박제경(朴齊敬)이 생원시에서 작성한 답안지,次下,-,,72,162,한국고문서자료관,의정부 장암 반남박씨,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1864.1111-20101008.B070a_A01_00298_XXX,
,S1865000000,1865년 정기상(鄭璣相) 시권,1865,정기상(鄭璣相),대과,1865년(고종 2)에 정기상(鄭璣相)이 생원시 복시에서 작성한 답안지,次中,-,,80,150,한국고문서자료관,거창 강동 초계정씨 동계 종가,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1865.0000-20101008.B013a_023_00154_XXX,
,S1865000000,1865년 정기상(鄭璣相) 시권,1865,정기상(鄭璣相),대과,1865년(고종 2)에 정기상(鄭璣相)이 생원시 초시(향시)에서 작성한 답안지,,,,,,,,,
,S1865000000,1865년 신재정(愼在正) 시권,1865,신재정(愼在正),소과,1865년(고종 2)에 신재정(愼在正)이 생원시 초시(향시)에서 작성한 답안지,,,,,,,,,
,S18650210SF1,1865년 이민익(李玟翼) 시권,1865,이민익(李玟翼),소과,1865년(고종 2)에 이민익(李玟翼)이 식년 문과 초시(향시)에서 작성한 답안지,,,,,,,,,
,S1866000000,1866년 이종태(李鍾泰) 시권,1866,이승목(李承穆),,1866년(고종 3)에 이승목(李承穆)이 생원시에서 작성한 답안지,,,,,,,,,
,,1866년 이종태(李鍾泰) 시권,1866,이종태(李鍾泰),소과,1866년(고종 3)에 이종태(李鍾泰)가 진사시에서 작성한 답안지,,,,,,,,,
,,1867년 이종태(李鍾泰) 시권,1867,이종태(李鍾泰),소과,1866년(고종 3)에 이종태(李鍾泰)가 생원시에서 작성한 답안지,,,,,,,,,
,S18670221SS3,1868년 이종태(李鍾泰) 시권,1868,이종태(李鍾泰),소과,1867년(고종 4)에 이종태(李鍾泰)가 생원시에서 작성한 답안지,,,,,,,,,
,S1870000000,1870년 이승목(李承穆) 시권,1870,이승목(李承穆),,1870년(고종 7)에 이승목(李承穆)이 생원시에서 작성한 답안지,,,,,,,,,
,S18700428BT,1870년 신종구(愼鍾龜) 시권,1870,신종구(愼鍾龜),대과,1870년(고종 7)에 신종구(愼鍾龜)가 식년문과에서 작성한 채점지,,,,,,,,,
,S1872000000,1872년 정선조(鄭善朝) 시권,1872,정선조(鄭善朝),,1872년(고종 9)에 정선조(鄭善朝)가 식년문과에서 작성한 답안지,,,,,,,,,
,S1872000000,1872년 이기원(李紀元) 시권,1872,이기원(李紀元),,1872년(고종 9)에 이기원(李紀元)이 진사시 초시에서 작성한 답안지,次上,미상,158,63,한국고문서자료관,경주 옥산 여주이씨 독락당,,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1872.0000-20101008.B043a_065_00633_XXX,
,S18730218SS1,1873년 이기원(李紀元) 시권,1873,이기원(李紀元),소과,1872년(고종 9)에 이기원(李紀元)이 진사시 복시에서 작성한 답안지,次下,二之十六(2등 16인),176,73,한국고문서자료관,경주 옥산 여주이씨 독락당,,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1872.0000-20101008.B043a_065_00634_XXX,
,S1873000000,1873년 임기호(任起鎬) 시권,1873,임기호(任起鎬),,1873년(고종 10)에 임기호(任起鎬)가 생원시에서 작성한 답안지,次下,미상,69.5,138.5,한국고문서자료관,이천 고백 풍천임씨,,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1873.0000-20101008.B047a_071_00188_XXX,
,S1873000000,1873년 임강호(任康鎬) 시권,1873,임강호(任康鎬),,1873년(고종 10)에 임강호(任康鎬)가 생원시에서 작성한 답안지,次下,미상,69,161.5,한국고문서자료관,이천 고백 풍천임씨,,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1873.0000-20101008.B047a_071_00190_XXX,
,S1874000000,1874년 정기상(鄭璣相) 시권,1874,정기상(鄭璣相),,1874년(고종 11)에 정기상(鄭璣相)이 증광별시문과 전시에서 작성한 답안지,三下,三之三十(丙科三十人),56,160,한국고문서자료관,거창 강동 초계정씨 동계 종가,,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1874.0000-20101008.B013a_023_00156_XXX,
,S18740508BS1,1874년 정기상(鄭璣相) 시권,1874,정기상(鄭璣相),대과,1874년(고종 11)에 정기상(鄭璣相)이 증광별시문과에서 작성한 답안지,次下,미상,60,190,한국고문서자료관,거창 강동 초계정씨 동계 종가,,https://archive.aks.ac.kr/insp/item.do#view.do?itemId=insp&gubun=form&upPath=02%5E0204%5E020451&dataId=G002%2BAKS%2BKSM-XD.1874.0000-20101008.B013a_023_00157_XXX,
