Book,Chapter,Volume,Index,Original,Comment,Original_quotation,Comment_quotation,Original_trans,Comment_trans
 論語,八佾,3,46 ,,尹氏曰古者各以所宜木名其社非取義於木也宰我不知而妄對故夫子責之,,尹氏曰：“古者各以所宜木名其社，非取義於木也。宰我不知而妄對，故夫子責之。”,,"윤씨(尹氏)가 말하였다. “옛날에는 각각 토질에 적당한 나무로써 그 사(社)에 이름을 붙였을 뿐이요, 나무에서 뜻을 취한 것은 아니었다. 재아(宰我)가 이것을 알지 못하고 함부로 대답하였기 때문에 부자(夫子)께서 꾸짖으신 것이다.”"
 論語,八佾,3,47 ,子曰管仲之器小哉,管仲齊大夫名夷吾相桓公霸諸侯器小言其不知聖賢大學之道故局量褊淺規模卑狹不能正身修德以致主於王道,子曰：“管仲之器小哉！”,管仲，齊大夫，名夷吾，相桓公霸諸侯。器小，言其不知聖賢大學之道，故局量褊淺、規模卑狹，不能正身修德以致主於王道。,공자(孔子)께서 말씀하셨다. “관중(管仲)의 기국(器局)이 작구나!”,"관중(管仲)은 제(齊)나라 대부(大夫)로, 이름은 이오(夷吾)이니, 환공(桓公)을 도와 제후(諸侯) 중에 패자(霸者)가 되게 하였다. 기국(器局)이 작다는 것은 성현(聖賢)의 대학(大學)의 도(道)를 알지 못했기 때문에 국량이 좁고 얕으며 규모가 낮고 협소하여 능히 몸을 바루고 덕을 닦아 군주(君主)를 왕도(王道)에 이르게 하지 못함을 말씀한 것이다."
 論語,八佾,3,48 ,或曰管仲儉乎曰管氏有三歸官事不攝焉得儉,或人蓋疑器小之爲儉三歸臺名事見說苑攝兼也家臣不能具官一人常兼數事管仲不然皆言其侈,或曰：“管仲儉乎？”曰：“管氏有三歸，官事不攝，焉得儉？”,或人蓋疑器小之爲儉。三歸，臺名。事見說苑。攝，兼也。家臣不能具官，一人常兼數事。管仲不然，皆言其侈。“,"혹자가 “관중(管仲)은 검소했습니까?” 하고 묻자, <공자(孔子)께서> 말씀하셨다. “관씨(管氏)는 삼귀(三歸)를 두었으며, 가신(家臣)의 일을 겸직시키지 않았으니, 어찌 검소하다고 할 수 있겠는가.”","혹자는 기국(器局)이 작은 것이 검소함이 되는가 하고 의심한 것이다. 삼귀(三歸)는 대(臺)의 이름이니, 이에 대한 일은 《설원(說苑)》에 보인다. 섭(攝)은 겸하는 것이니, <경대부(卿大夫)의> 가신(家臣)은 관속(官屬)을 다 갖출 수 없어 한 사람이 항상 몇 가지 일을 겸하는데, 관중(管仲)은 그렇지 않았으니, 모두 그 사치함을 말씀한 것이다."
 論語,八佾,3,49 ,然則管仲知禮乎曰邦君樹塞門管氏亦樹塞門邦君爲兩君之好有反坫管氏亦有反坫管氏而知禮孰不知禮,或人又疑不儉爲知禮屛謂之樹塞猶蔽也設屛於門以蔽內外也好謂好會坫在兩楹之間獻酬飮畢則反爵於其上此皆諸侯之禮而管仲僭之不知禮也,“然則管仲知禮乎？”曰：“邦君樹塞門，管氏亦樹塞門；邦君爲兩君之好，有反坫，管氏亦有反坫。管氏而知禮，孰不知禮？”,或人又疑不儉爲知禮。屛謂之樹。塞，猶蔽也。設屛於門，以蔽內外也。好，謂好會。坫，在兩楹之間，獻酬飮畢，則反爵於其上。此皆諸侯之禮，而管仲僭之，不知禮也。,"“그러면 관중(管仲)은 예(禮)를 알았습니까?” 하고 묻자, 다음과 같이 말씀하셨다. “나라의 임금이어야 병풍으로 문을 가릴 수 있는데 관씨(管氏)도 병풍으로 문을 가렸으며, 나라의 임금이어야 두 임금이 우호(友好)로 만날 때에 술잔을 되돌려 놓는 자리를 둘 수 있는데 관씨(管氏)도 술잔을 되돌려 놓은 자리를 두었으니, 관씨(管氏)가 예(禮)를 안다면 누가 예(禮)를 알지 못하겠는가.”","혹자는 또 검소하지 않은 것이 예(禮)를 아는 것인가 하고 의심한 것이다. 병풍을 수(樹)라고 한다. 색(塞)은 폐(蔽)[가리움]와 같으니, 병풍을 문에 설치하여 안과 밖을 가리는 것이다. 호(好)는 우호(友好)의 모임을 말한다. 점(坫)은 두 기둥 사이에 있으니, 술잔을 주고받아 마시기를 마치면 술잔을 그 위에 되돌려 놓는 것이다. 이는 모두 제후(諸侯)의 예(禮)인데 관중(管仲)이 참람하게 썼으니, 예(禮)를 알지 못한 것이다."
 論語,八佾,3,50 ,,愚謂孔子譏管仲之器小其旨深矣或人不知而疑其儉故斥其奢以明其非儉或又疑其知禮故又斥其僭以明其不知禮蓋雖不復明言小器之所以然而其所以小者於此亦可見矣故程子曰奢而犯禮其器之小可知蓋器大則自知禮而無此失矣此言當深味也蘇氏曰自修身正家以及於國則其本深其及者遠是謂大器揚雄所謂大器猶規矩準繩先自治而後治人者是也管仲三歸反坫桓公內嬖六人而霸天下其本固已淺矣管仲死桓公薨天下不復宗齊楊氏曰夫子大管仲之功而小其器蓋非王佐之才雖能合諸侯正天下其器不足稱也道學不明而王霸之略混爲一途故聞管仲之器小則疑其爲儉以不儉告之則又疑其知禮蓋世方以詭遇爲功而不知爲之範則不悟其小宜矣,,愚謂孔子譏管仲之器小，其旨深矣。或人不知而疑其儉，故斥其奢以明其非儉。或又疑其知禮，故又斥其僭，以明其不知禮。蓋雖不復明言小器之所以然，而其所以小者，於此亦可見矣。故程子曰“奢而犯禮，其器之小可知。蓋器大，則自知禮而無此失矣。”此言當深味也。蘇氏曰：“自修身正家以及於國，則其本深，其及者遠，是謂大器。揚雄所謂‘大器猶規矩準繩’，先自治而後治人者是也。管仲三歸反坫，桓公內嬖六人，而霸天下，其本固已淺矣。管仲死，桓公薨，天下不復宗齊。”楊氏曰：“夫子大管仲之功而小其器。蓋非王佐之才，雖能合諸侯、正天下，其器不足稱也。道學不明，而王霸之略混爲一途。故聞管仲之器小，則疑其爲儉，以不儉告之，則又疑其知禮。蓋世方以詭遇爲功，而不知爲之範，則不悟其小宜矣。”,,"내가 생각건대, 공자(孔子)께서 관중(管仲)의 기국(器局)이 작다고 비판하셨으니 그 뜻이 깊다. 그런데 혹자는 이를 알지 못하고, 그가 검소하였는가 하고 의심하였기 때문에 그의 사치함을 배척하여 검소하지 않음을 밝히셨으며, 혹자는 또 그가 예(禮)를 알았는가 하고 의심하였기 때문에 그의 참람함을 배척하여 그가 예(禮)를 알지 못함을 밝히셨다. 이는 비록 다시 기국(器局)이 작은 까닭을 명확히 말씀하지 않았으나 그 작은 까닭을 여기에서 또한 볼 수 있다. 그러므로 정자(程子)가 말씀하기를 ‘사치하고 예(禮)를 범하였으니, 그 기국(器局)이 작음을 알 만하다. 기국(器局)이 컸다면 스스로 예(禮)를 알아 이러한 잘못이 없었을 것이다.’ 하셨으니, 이 말씀을 마땅히 깊이 음미해야 한다. 소씨(蘇氏)가 말하였다. “자기 몸을 닦고 집안을 바르게 하여 나라에까지 미치면 그 근본이 깊고 그 미침이 원대하니, 이를 큰 기국(器局)이라고 한다. 양웅(揚雄)의 이른바 ‘큰 기국(器局)은 마치 규(規)[원그림쇠]·구(矩)[곡척(曲尺)]·준(準)[수준기]·승(繩)[먹줄]과 같아 먼저 자신을 다스린 뒤에 남을 다스린다.’고 한 것이 이것이다. 관중(管仲)은 삼귀(三歸)와 반점(反坫)을 두었고, 환공(桓公)은 안으로 여섯 명의 여인(女人)을 사랑하면서 천하에 패자가 되었으니, 그 근본이 진실로 이미 얕았다. <그리하여> 관중(管仲)이 죽고 환공(桓公)이 죽자, 천하(天下)는 다시 제(齊)나라를 종주(宗主)로 삼지 않은 것이다.” 양씨(楊氏)가 말하였다. “부자(夫子)께서 관중(管仲)의 공로를 크게 여기시면서도 그 기국(器局)을 작게 여기셨으니, 이는 왕자(王者)를 보좌할 만한 재질이 아니면 비록 제후(諸侯)를 규합하여 천하(天下)를 바로 잡았더라도 그 기국(器局)은 칭송할 것이 못되기 때문이다. 도학(道學)이 밝지 못하여 왕도(王道)와 패도(霸道)의 개념을 섞어 한 길로 삼았다. 이 때문에 관중(管仲)의 기국(器局)이 작다는 말을 들으면 검소한 것인가 하고 의심하였고, 검소하지 않았음을 말씀해 주면 또 그가 예(禮)를 알았는가 하고 의심하였으니, 이는 세상이 바야흐로 부정한 방법으로 목적을 달성함을 공으로 여겨 법대로 할 줄을 알지 못해서이니, 그 기국(器局)이 작음을 깨닫지 못함이 당연하다.”"
 論語,八佾,3,51 ,子語魯大師樂曰樂其可知也始作翕如也從之純如也皦如也繹如也以成,語告也大師樂官名時音樂廢缺故孔子敎之翕合也從放也純和也皦明也繹相續不絶也成樂之一終也,子語魯大師樂。曰：“樂其可知也：始作，翕如也；從之，純如也，皦如也，繹如也，以成。”,語，告也。大師，樂官名。時音樂廢缺，故孔子敎之。翕，合也。從，放也。純，和也。皦，明也。繹，相續不絶也。成，樂之一終也。,"공자(孔子)께서 노(魯)나라 태사(大師)에게 음악을 말씀하셨다. “음악은 알 만한 것이다. 처음 시작할 적엔 <오음(五音)을> 합하여, 풀어놓을 때에는 조화를 이루고 분명하며, 연속되어서 한 장을 끝마쳐야 한다.”","어(語)는 말씀해주는 것이다. 태사(大師)는 악관(樂官)의 명칭이다. 당시에 음악이 폐지되어 결함이 있었기 때문에 공자(孔子)께서 그에게 가르쳐 주신 것이다. 흡(翕)은 합하는 것이요, 종(從)은 풀어놓는 것이요, 순(純)은 조화(調和)함이요, 교(皦)는 분명한 것이요, 역(繹)은 서로 이어져 끊이지 않는 것이요, 성(成)은 음악이 한 번 끝나는 것이다."
 論語,八佾,3,52 ,,謝氏曰五音六律不具不足以言樂翕如言其合也五音合矣淸濁高下如五味之相濟而後和故曰純如合而和矣欲其無相奪倫故曰皦如然豈宮自宮而商自商乎不相反而相連如貫珠可也故曰繹如也以成,,謝氏曰：“五音六律不具，不足以言樂。翕如，言其合也。五音合矣，淸濁高下，如五味之相濟而後和，故曰純如。合而和矣，欲其無相奪倫，故曰皦如，然豈宮自宮而商自商乎？不相反而相連，如貫珠可也，故曰繹如也，以成。”,,"사씨(謝氏)가 말하였다. “오음(五音)과 육률(六律)이 갖추어지지 않으면 음악이라 말할 수 없다. 흡여(翕如)는 그 합함을 말한다. 오음(五音)이 합하면 청탁(淸濁)과 고하(高下)[높은 음(音)과 낮은 음(音)]가 마치 오미(五味)가 서로 도운 뒤에 조화되는 것과 같기 때문에 순여(純如)라고 말한 것이다. 합하여 조화를 이루면 서로 차례를 빼앗음이 없고자하므로 교여(皦如)라고 말한 것이다. 그러나 어찌 궁(宮)은 궁(宮)만 하고, 상(商)은 상(商)만 할뿐이겠는가. 서로 반대되지 않고 서로 연결됨이 마치 구슬을 꿴 것과 같아야 한다. 그러므로 연속하여 음악을 끝낸다〔繹如以成〕라고 말씀한 것이다.”"
 論語,八佾,3,53 ,儀封人請見曰君子之至於斯也吾未嘗不得見也從者見之出曰二三子何患於喪乎天下之無道也久矣天將以夫子爲木鐸,儀衛邑封人掌封疆之官蓋賢而隱於下位者也君子謂當時賢者至此皆得見之自言其平日不見絶於賢者而求以自通也見之謂通使得見喪謂失位去國禮曰喪欲速貧是也木鐸金口木舌施政敎時所振以警衆者也言亂極當治天必將使夫子得位設敎不久失位也封人一見夫子而遽以是稱之其得於觀感之間者深矣或曰木鐸所以徇于道路言天使夫子失位周流四方以行其敎如木鐸之徇于道路也,儀封人請見。曰：“君子之至於斯也，吾未嘗不得見也。”從者見之。出曰：“二三子，何患於喪乎？天下之無道也久矣，天將以夫子爲木鐸。”,儀，衛邑。封人，掌封疆之官，蓋賢而隱於下位者也。君子，謂當時賢者。至此皆得見之，自言其平日不見絶於賢者，而求以自通也。見之，謂通使得見。喪，謂失位去國，禮曰“喪欲速貧”是也。木鐸，金口木舌，施政敎時所振，以警衆者也。言亂極當治，天必將使夫子得位設敎，不久失位也。封人一見夫子而遽以是稱之，其得於觀感之間者深矣。或曰：“木鐸所以徇于道路，言天使夫子失位，周流四方以行其敎，如木鐸之徇于道路也。”,"의(儀)땅의 봉인(封人)이 뵙기를 청하며 말하기를 “군자(君子)가 이곳에 이르면 내 일찍이 만나보지 않은 적이 없었다.” 하였다. 종자(從者)[공자(孔子)의 수행자(隨行者)]가 뵙게 해주자, <그가 뵙고> 나와서 말하였다. “그대들은 어찌 <공자(孔子)께서> 벼슬을 잃음을 걱정할 것이 있겠는가. 천하(天下)에 도(道)가 없는 지 오래되었다. 하늘이 장차 부자(夫子)를 목탁으로 삼으실 것이다.”","의(儀)는 위(衛)나라 읍(邑)이다. 봉인(封人)은 국경을 관장하는 관원이니, 그는 어질면서 낮은 벼슬자리에 숨은 자일 것이다. 군자(君子)는 당시의 현자(賢者)를 말한다. 이곳에 이르면 모두 만나볼 수 있었다는 것은 스스로 평소에 현자(賢者)에게 거절당하지 않았음을 말하여 스스로 통하기를 요구한 것이다. 현지(見之)는 사자(使者)를 통해 뵙게 함을 말한다. 상(喪)은 벼슬을 잃고 나라를 떠남을 말하니, 《예기(禮記)》에 ‘벼슬을 잃으면 빨리 가난해지려고 한다〔喪欲速貧〕.’라고 한 것이 이것이다. 목탁(木鐸)은 쇠로 입을 만들고 나무로 혀를 만든 것이니, 정교(政敎)를 베풀 때에 흔들어 여러 사람을 경계시키는 것이다. ‘어지러움이 극에 달하면 마땅히 다스려지는 것이니, 반드시 장차 부자(夫子)로 하여금 지위를 얻어 교화를 베풀게 하여 오랫동안 벼슬을 잃게 하지 않을 것이다.’라고 말한 것이다. 봉인(封人)이 한 번 부자(夫子)를 뵙고서 대번에 이 말로써 일컬었으니, 그 보고 느끼는 사이에 얻은 것이 깊다. 혹자는 “목탁(木鐸)은 길에 순행하는 것이니, 하늘이 부자(夫子)로 하여금 벼슬을 잃고 사방(四方)을 널리 돌아다니면서 그 가르침을 행하게 하여, 마치 목탁이 길에 순행하는 것과 같이 하는 것이다.” 하였다."
 論語,八佾,3,54 ,子謂韶盡美矣又盡善也謂武盡美矣未盡善也,韶舜樂武武王樂美者聲容之盛善者美之實也舜紹堯致治武王伐紂救民其功一也故其樂皆盡美然舜之德性之也又以揖遜而有天下武王之德反之也又以征誅而得天下故其實有不同者,子謂韶，“盡美矣，又盡善也。”謂武，“盡美矣，未盡善也。”,韶，舜樂。武，武王樂。美者，聲容之盛。善者，美之實也。舜紹堯致治，武王伐紂救民，其功一也，故其樂皆盡美。然舜之德，性之也，又以揖遜而有天下；武王之德，反之也，又以征誅而得天下，故其實有不同者。,"공자(孔子)께서 소악(韶樂)을 평하시되 “지극히 아름답고 지극히 좋다.” 하셨으며, 무악(武樂)을 평하시되 “지극히 아름답지만 지극히 좋지는 못하다.” 하셨다.","소(韶)는 순(舜)임금의 음악이고, 무(武)는 무왕(武王)의 음악이다. 미(美)란 소리와 모양의 성대함이요, 선(善)이란 아름다움의 실제 내용이다. 순(舜)임금은 요(堯)임금을 이어 훌륭한 정치를 이룩하였고, 무왕(武王)은 주왕(紂王)을 정벌하여 백성을 구제하였으니, 그 공(功)은 똑같다. 그러므로 그 음악이 모두 지극히 아름답다. 그러나 순(舜)임금의 덕(德)은 천성대로 한 것이요, 또 읍(揖)하고 사양함으로써 천하(天下)를 얻었고, 무왕(武王)의 덕(德)은 되찾은 것이요, 또 정벌(征伐)하고 주살(誅殺)함으로써 천하(天下)를 얻었으므로, 그 실제에 같지 않음이 있는 것이다."
 論語,八佾,3,55 ,,程子曰成湯放桀惟有慙德武王亦然故未盡善堯舜湯武其揆一也征伐非其所欲所遇之時然爾,,程子曰：“成湯放桀，惟有慙德，武王亦然，故未盡善。堯、舜、湯、武，其揆一也。征伐非其所欲，所遇之時然爾。”,,"정자(程子)가 말씀하였다. “성탕(成湯)이 걸왕(桀王)을 내치고 부끄러워하는 마음이 있었는데, 무왕(武王) 또한 그러했기 때문에 지극히 좋지는 못한 것이다. 요(堯)·순(舜)·탕(湯)·무(武)가 헤아려보면 그 법은 한 가지이니, 정벌함은 그 하고자 해서가 아니요, 만난 시대가 그러했기 때문이었다.”"
 論語,八佾,3,56 ,子曰居上不寬爲禮不敬臨喪不哀吾何以觀之哉,居上主於愛人故以寬爲本爲禮以敬爲本臨喪以哀爲本旣無其本則以何者而觀其所行之得失哉,子曰：“居上不寬，爲禮不敬，臨喪不哀，吾何以觀之哉？”,居上主於愛人，故以寬爲本。爲禮以敬爲本，臨喪以哀爲本。旣無其本，則以何者而觀其所行之得失哉？,"공자(孔子)께서 말씀하셨다. “윗자리에 있으면서 너그럽지 않으며, 예(禮)를 행함에 경(敬)하지 않으며, 초상에 임하여 슬퍼하지 않는다면 내가 무엇으로 그를 관찰하겠는가?”","윗자리에 있을 적에는 사람을 사랑함을 주장하기 때문에 너그러움을 근본으로 삼는다. 예(禮)를 행함에는 경(敬)을 근본으로 삼고, 초상에 임해서는 슬픔을 근본으로 삼으니, 이미 그 근본이 없다면 무엇으로 그 행하는 바의 잘잘못을 관찰하겠는가?"
 論語,里仁,4,1 ,子曰里仁爲美擇不處仁焉得知,里有仁厚之俗爲美擇里而不居於是焉則失其是非之本心而不得爲知矣,子曰：“里仁爲美。擇不處仁，焉得知？”,里有仁厚之俗爲美。擇里而不居於是焉，則失其是非之本心，而不得爲知矣。,"공자(孔子)께서 말씀하셨다. “마을의 <인심이> 인후(仁厚)한 것이 아름다우니, 인심이 좋은 마을을 선택하되 인(仁)에 처하지 않는다면 어떻게 지혜롭다 하겠는가.”","마을에 인후(仁厚)한 풍속이 있는 것이 아름다우니, 그러한 마을을 선택하되 이에 처하지 않는다면 이는 그 시비(是非)의 본심(本心)을 잃은 것이어서 지혜가 될 수 없는 것이다."
 論語,里仁,4,2 ,子曰不仁者不可以久處約不可以長處樂仁者安仁知者利仁,約窮困也利猶貪也蓋深知篤好而必欲得之也不仁之人失其本心久約必濫久樂必淫惟仁者則安其仁而無適不然知者則利於仁而不易所守蓋雖深淺之不同然皆非外物所能奪矣,子曰：“不仁者不可以久處約，不可以長處樂。仁者安仁，知者利仁。”,約，窮困也。利，猶貪也，蓋深知篤好而必欲得之也。不仁之人，失其本心，久約必濫，久樂必淫。惟仁者則安其仁而無適不然，知者則利於仁而不易所守，蓋雖深淺之不同，然皆非外物所能奪矣。,"공자(孔子)께서 말씀하셨다. “인(仁)하지 못한 자는 오랫동안 곤궁한 데 처할 수 없으며 장구하게 즐거움에 처할 수 없으니, 인자(仁者)는 인(仁)을 편안히 여기고 지자(智者)는 인(仁)을 이롭게 여긴다.”","약(約)은 곤궁함이다. 이(利)는 탐(貪)과 같으니, 깊이 알고 독실히 좋아해서 반드시 그것을 얻고자 하는 것이다. 불인(不仁)한 사람은 그 본심(本心)을 잃어서 오랫동안 곤궁하면 반드시 넘치고, 오랫동안 즐거우면 반드시 빠진다. 오직 인자(仁者)는 그 인(仁)을 편안히 여겨서 가는 곳마다 그렇지 않음이 없고, 지자(智者)는 인(仁)을 이롭게 여겨서 지키는 바를 바꾸지 않으니, 비록 깊고 얕음이 똑같지 않으나 그러나 모두 외물(外物)에게 빼앗길 수 있는 바가 아니다."
 論語,里仁,4,3 ,,謝氏曰仁者心無內外遠近精粗之間非有所存而自不亡非有所理而自不亂如目視而耳聽手持而足行也知者謂之有所見則可謂之有所得則未可有所存斯不亡有所理斯不亂未能無意也安仁則一利仁則二安仁者非顔閔以上去聖人爲不遠不知此味也諸子雖有卓越之才謂之見道不惑則可然未免於利之也,,謝氏曰：“仁者心無內外遠近精粗之間，非有所存而自不亡，非有所理而自不亂，如目視而耳聽，手持而足行也。知者謂之有所見則可，謂之有所得則未可。有所存斯不亡，有所理斯不亂，未能無意也。安仁則一，利仁則二。安仁者非顔閔以上，去聖人爲不遠，不知此味也。諸子雖有卓越之才，謂之見道不惑則可，然未免於利之也。”,,"사씨(謝氏)가 말하였다. “인자(仁者)는 마음에 내(內)와 외(外), 원(遠)과 근(近), 정(精)과 조(粗)의 간격이 없어서 마음을 보존하려고 하지 않아도 저절로 없어지지 않고, 다스리려고 하지 않아도 저절로 혼란해지지 않으니, 마치 눈이 보고 귀가 듣고 손으로 잡고 발로 걸어가는 것과 같은 것이다. 지자(智者)는 소견(所見)이 있다고 이르는 것은 가(可)하거니와, 얻은 바가 있다고 이르는 것은 불가(不可)하다. 그리하여 보존(保存)하는 바가 있어야 없어지지 않고, 다스리는 바가 있어야 혼란해지지 않아, 의식(意識)이 없지 못하다. 안인(安仁)은 하나요, 이인(利仁)은 둘인 것이다. 인(仁)을 편안히 여기는 것은 안자(顔子)와 민자(閔子) 이상으로 성인(聖人)과의 거리가 멀지 않은 자가 아니면 이러한 맛을 알지 못한다. 여러 제자(弟子)들은 비록 탁월한 재질(才質)이 있으나, 도(道)를 봄에 의혹하지 않았다고 이르는 것은 가(可)하거니와, 그러나 그것을 이롭게 여김을 면치 못하였다.”"
 論語,里仁,4,4 ,子曰惟仁者能好人能惡人,惟之爲言獨也蓋無私心然後好惡當於理程子所謂得其公正是也,子曰：“惟仁者能好人，能惡人。”,惟之爲言獨也。蓋無私心，然後好惡當於理，程子所謂“得其公正”是也。,"공자(孔子)께서 말씀하셨다. “오직 인자(仁者)여야 사람을 좋아하며, 사람을 미워할 수 있는 것이다.”","유(惟)란 말은 홀로 라는 뜻이다. 사심(私心)이 없는 뒤에 좋아하고 미워함이 이치에 맞을 수 있는 것이니, 정자(程子)가 이른바 그 공정(公正)함을 얻었다는 것이 이것이다."
 論語,里仁,4,5 ,,游氏曰好善而惡惡天下之同情然人每失其正者心有所繫而不能自克也惟仁者無私心所以能好惡也,,游氏曰：“好善而惡惡，天下之同情，然人每失其正者，心有所繫而不能自克也。惟仁者無私心，所以能好惡也。”,,"유씨(游氏)가 말하였다. “선(善)을 좋아하고 악(惡)을 미워함은 천하(天下)의 똑같은 심정이다. 그러나 사람이 매양 그 올바름을 잃는 것은 마음이 매여있는 바가 있어서 스스로 극복하지 못하기 때문이다. 오직 인자(仁者)는 사심(私心)이 없으니, 이 때문에 능히 좋아하고 미워할 수 있는 것이다.”"
 論語,里仁,4,6 ,子曰苟志於仁矣無惡也,苟誠也志者心之所之也其心誠在於仁則必無爲惡之事矣,子曰：“苟志於仁矣，無惡也。”,苟，誠也。志者，心之所之也。其心誠在於仁，則必無爲惡之事矣。,공자(孔子)께서 말씀하셨다. “진실로 인(仁)에 뜻을 두면 악(惡)함이 없다.”,구(苟)는 진실로 이다. 지(志)란 마음이 가는 것이다. 그 마음이 진실로 인(仁)에 있으면 반드시 악(惡)을 하는 일이 없을 것이다.
 論語,里仁,4,7 ,,楊氏曰苟志於仁未必無過擧也然而爲惡則無矣,,楊氏曰：“苟志於仁，未必無過擧也，然而爲惡則無矣。”,,양씨(楊氏)가 말하였다. “진실로 인(仁)에 뜻을 두었다 하더라도 반드시 지나친 행동이 없지는 못하다. 그러나 악(惡)을 하는 일은 없을 것이다.”
 論語,里仁,4,8 ,子曰富與貴是人之所欲也不以其道得之不處也貧與賤是人之所惡也不以其道得之不去也,不以其道得之謂不當得而得之然於富貴則不處於貧賤則不去君子之審富貴而安貧賤也如此,子曰：“富與貴是人之所欲也，不以其道得之，不處也；貧與賤是人之所惡也，不以其道得之，不去也。”,不以其道得之，謂不當得而得之。然於富貴則不處，於貧賤則不去，君子之審富貴而安貧賤也如此。,"공자(孔子)께서 말씀하셨다. “부(富)와 귀(貴)는 사람들이 하고자 하는 것이나 그 정상적인 방법으로 얻지 않으면 처하지 않아야 하며, 빈(貧)과 천(賤)은 사람들이 싫어하는 것이나 그 정상적인 방법으로 얻지 않았다 하더라도 버리지 않아야 한다.","그 정상적인 방법으로 얻지 않았다는 것은 마땅히 얻어서는 안될 것을 얻음을 말한다. 그러나 부귀(富貴)에 있어서는 처하지 않고, 빈천(貧賤)에 있어서는 버리지 않으니, 군자(君子)가 부귀(富貴)를 살피고 빈천(貧賤)을 편안히 여김이 이와 같은 것이다."
 論語,里仁,4,9 ,君子去仁惡乎成名,言君子所以爲君子以其仁也若貪富貴而厭貧賤則是自離其仁而無君子之實矣何所成其名乎,君子去仁，惡乎成名？,言君子所以爲君子，以其仁也。若貪富貴而厭貧賤，則是自離其仁，而無君子之實矣，何所成其名乎？,군자(君子)가 인(仁)을 떠나면 어찌 이름을 이룰 수 있겠는가.,"‘군자(君子)가 군자(君子)가 된 까닭은 그 인(仁) 때문이니, 만일 부귀(富貴)를 탐하고 빈천(貧賤)을 싫어한다면, 이것은 스스로 그 인(仁)을 떠나서 군자(君子)의 실제가 없는 것이다. 어떻게 그 이름을 이룰 수 있겠는가.’라고 말씀한 것이다."
 論語,里仁,4,10 ,君子無終食之間違仁造次必於是顚沛必於是,終食者一飯之頃造次急遽苟且之時顚沛傾覆流離之際蓋君子之不去乎仁如此不但富貴貧賤取舍之間而已也,君子無終食之間違仁，造次必於是，顚沛必於是。,終食者，一飯之頃。造次，急遽苟且之時。顚沛，傾覆流離之際。蓋君子之不去乎仁如此，不但富貴、貧賤、取舍之間而已也。,"군자(君子)는 밥을 먹는 동안이라도 인(仁)을 떠남이 없으니, 경황 중에도 이 인(仁)에 반드시 하며, 위급한 상황에도 이 인(仁)에 반드시 하는 것이다.”","종식(終食)이란 한 번 밥 먹는 시간이다. 조차(造次)는 급하고 구차한 때요, 전패(顚沛)는 경복(傾覆)을 당하고 유리(流離)하는 즈음이다. 군자(君子)가 인(仁)을 떠나지 않음이 이와 같으니, 단지 부귀(富貴)와 빈천(貧賤)을 취하고 버리는 사이일 뿐만이 아닌 것이다."
 論語,里仁,4,11 ,,言君子爲仁自富貴貧賤取舍之間以至於終食造次顚沛之頃無時無處而不用其力也然取舍之分明然後存養之功密存養之功密則其取舍之分益明矣,,言君子爲仁，自富貴、貧賤、取舍之間，以至於終食、造次、顚沛之頃，無時無處而不用其力也。然取舍之分明，然後存養之功密；存養之功密，則其取舍之分益明矣。,,"군자(君子)가 인(仁)을 함은 부귀(富貴)와 빈천(貧賤)을 취하고 버리는 사이로부터 밥을 먹는 시간과 조차(造次)·전패(顚沛)의 상황에 이르기까지 어느 때이든, 어느 곳이든 그 힘을 쓰지 않음이 없음을 말씀한 것이다. 그러나 취사(取捨)의 분별(分別)이 분명한 뒤에 존양(存養)의 공부가 치밀해지니, 존양(存養)의 공부가 치밀해지면 그 취사(取捨)의 분별(分別)이 더욱 밝아질 것이다."
 論語,里仁,4,12 ,子曰我未見好仁者惡不仁者好仁者無以尙之惡不仁者其爲仁矣不使不仁者加乎其身,夫子自言未見好仁者惡不仁者蓋好仁者眞知仁之可好故天下之物無以加之惡不仁者眞知不仁之可惡故其所以爲仁者必能絶去不仁之事而不使少有及於其身此皆成德之事故難得而見之也,子曰：“我未見好仁者，惡不仁者。好仁者，無以尙之；惡不仁者，其爲仁矣，不使不仁者加乎其身。”,夫子自言未見好仁者、惡不仁者。蓋好仁者眞知仁之可好，故天下之物無以加之。惡不仁者眞知不仁之可惡，故其所以爲仁者，必能絶去不仁之事，而不使少有及於其身。此皆成德之事，故難得而見之也。,"공자(孔子)께서 말씀하셨다. “나는 인(仁)을 좋아하는 자와 불인(不仁)을 미워하는 자를 보지 못하였다. 인(仁)을 좋아하는 자는 그보다 더할 수 없고, 불인(不仁)을 싫어하는 자는 그가 인(仁)을 행할 때에 불인(不仁)한 것으로 하여금 그 몸에 가해지지 못하게 하는 것이다.","부자(夫子)께서 스스로 말씀하기를 “인(仁)을 좋아하는 자와 불인(不仁)을 미워하는 자를 보지 못하였다. 인(仁)을 좋아하는 자는 인(仁)이 좋아할 만한 것임을 참으로 안다. 그러므로 천하(天下)의 일이 그보다 더할 수 없는 것이요, 불인(不仁)을 싫어하는 자는 불인(不仁)이 미워할 만함을 참으로 안다. 그러므로 그 인(仁)을 함에 불인(不仁)한 일을 완전히 끊어버려서 조금이라도 자기 몸에 미침이 있지 않게 한다.” 하셨다. 이것은 모두 덕(德)을 완성하는 일이다. 그러므로 그런 사람을 얻어서 보기 어려운 것이다."
